   Elapsed time	    ECG	domen_1	domen_2	domen_3	domen_4	domen_5
       0:05.547	 -0.139	 -0.009	  0.010	 -0.007	 -0.027	 -0.032
       0:05.548	 -0.136	 -0.012	  0.007	 -0.002	 -0.016	 -0.021
       0:05.549	 -0.132	 -0.015	  0.001	  0.001	 -0.006	 -0.011
       0:05.550	 -0.128	 -0.018	 -0.007	  0.001	  0.001	 -0.003
       0:05.551	 -0.128	 -0.022	 -0.018	 -0.003	  0.006	  0.000
       0:05.552	 -0.127	 -0.025	 -0.031	 -0.011	  0.006	 -0.001
       0:05.553	 -0.122	 -0.027	 -0.043	 -0.020	  0.000	 -0.008
       0:05.554	 -0.123	 -0.026	 -0.053	 -0.031	 -0.009	 -0.018
       0:05.555	 -0.127	 -0.022	 -0.057	 -0.040	 -0.020	 -0.031
       0:05.556	 -0.124	 -0.015	 -0.056	 -0.046	 -0.030	 -0.043
       0:05.557	 -0.119	 -0.005	 -0.051	 -0.048	 -0.037	 -0.054
       0:05.558	 -0.116	  0.006	 -0.042	 -0.047	 -0.044	 -0.064
       0:05.559	 -0.117	  0.013	 -0.033	 -0.043	 -0.047	 -0.071
       0:05.560	 -0.116	  0.016	 -0.025	 -0.038	 -0.047	 -0.074
       0:05.561	 -0.112	  0.018	 -0.017	 -0.033	 -0.044	 -0.073
       0:05.562	 -0.111	  0.017	 -0.010	 -0.026	 -0.038	 -0.067
       0:05.563	 -0.112	  0.015	 -0.004	 -0.018	 -0.030	 -0.057
       0:05.564	 -0.116	  0.011	  0.000	 -0.009	 -0.020	 -0.044
       0:05.565	 -0.112	  0.008	  0.001	 -0.004	 -0.012	 -0.031
       0:05.566	 -0.111	  0.002	  0.001	  0.001	 -0.006	 -0.019
       0:05.567	 -0.117	 -0.003	 -0.003	  0.002	 -0.003	 -0.012
       0:05.568	 -0.116	 -0.007	 -0.008	  0.002	 -0.002	 -0.009
       0:05.569	 -0.111	 -0.008	 -0.011	  0.001	 -0.002	 -0.008
       0:05.570	 -0.110	 -0.007	 -0.015	 -0.001	 -0.004	 -0.010
       0:05.571	 -0.112	 -0.005	 -0.018	 -0.005	 -0.006	 -0.015
       0:05.572	 -0.113	 -0.001	 -0.021	 -0.009	 -0.011	 -0.021
       0:05.573	 -0.110	  0.002	 -0.026	 -0.015	 -0.017	 -0.030
       0:05.574	 -0.108	  0.006	 -0.030	 -0.021	 -0.023	 -0.040
       0:05.575	 -0.109	  0.011	 -0.033	 -0.025	 -0.030	 -0.049
       0:05.576	 -0.105	  0.017	 -0.033	 -0.026	 -0.033	 -0.055
       0:05.577	 -0.098	  0.024	 -0.029	 -0.024	 -0.034	 -0.058
       0:05.578	 -0.090	  0.031	 -0.025	 -0.022	 -0.034	 -0.057
       0:05.579	 -0.083	  0.033	 -0.021	 -0.018	 -0.031	 -0.054
       0:05.580	 -0.082	  0.033	 -0.016	 -0.014	 -0.027	 -0.051
       0:05.581	 -0.083	  0.031	 -0.012	 -0.009	 -0.023	 -0.043
       0:05.582	 -0.080	  0.026	 -0.009	 -0.004	 -0.017	 -0.035
       0:05.583	 -0.072	  0.021	 -0.004	  0.002	 -0.009	 -0.026
       0:05.584	 -0.066	  0.015	 -0.001	  0.008	  0.001	 -0.016
       0:05.585	 -0.060	  0.008	  0.003	  0.012	  0.010	 -0.006
       0:05.586	 -0.061	  0.002	  0.004	  0.016	  0.018	  0.004
       0:05.587	 -0.066	 -0.002	  0.004	  0.017	  0.024	  0.011
       0:05.588	 -0.066	 -0.004	  0.003	  0.017	  0.027	  0.016
       0:05.589	 -0.061	 -0.002	  0.003	  0.018	  0.028	  0.020
       0:05.590	 -0.059	  0.001	  0.002	  0.017	  0.027	  0.020
       0:05.591	 -0.062	  0.006	  0.001	  0.016	  0.022	  0.018
       0:05.592	 -0.060	  0.010	 -0.002	  0.012	  0.017	  0.010
       0:05.593	 -0.058	  0.014	 -0.006	  0.005	  0.009	  0.001
       0:05.594	 -0.061	  0.016	 -0.010	 -0.002	  0.001	 -0.010
       0:05.595	 -0.065	  0.019	 -0.014	 -0.010	 -0.008	 -0.019
       0:05.596	 -0.062	  0.023	 -0.015	 -0.016	 -0.014	 -0.026
       0:05.597	 -0.062	  0.026	 -0.016	 -0.021	 -0.018	 -0.032
       0:05.598	 -0.065	  0.028	 -0.016	 -0.024	 -0.019	 -0.035
       0:05.599	 -0.067	  0.026	 -0.016	 -0.024	 -0.018	 -0.035
       0:05.600	 -0.067	  0.022	 -0.015	 -0.024	 -0.015	 -0.032
       0:05.601	 -0.068	  0.017	 -0.013	 -0.022	 -0.010	 -0.027
       0:05.602	 -0.069	  0.012	 -0.011	 -0.018	 -0.002	 -0.019
       0:05.603	 -0.071	  0.006	 -0.008	 -0.012	  0.006	 -0.010
       0:05.604	 -0.073	 -0.001	 -0.005	 -0.007	  0.015	  0.001
       0:05.605	 -0.072	 -0.008	 -0.003	 -0.002	  0.021	  0.011
       0:05.606	 -0.069	 -0.017	 -0.004	  0.001	  0.026	  0.017
       0:05.607	 -0.062	 -0.025	 -0.008	  0.002	  0.026	  0.019
       0:05.608	 -0.057	 -0.031	 -0.012	  0.001	  0.023	  0.019
       0:05.609	 -0.054	 -0.032	 -0.017	 -0.001	  0.020	  0.016
       0:05.610	 -0.055	 -0.030	 -0.019	 -0.004	  0.015	  0.012
       0:05.611	 -0.059	 -0.024	 -0.022	 -0.006	  0.009	  0.009
       0:05.612	 -0.063	 -0.016	 -0.023	 -0.009	  0.005	  0.004
       0:05.613	 -0.061	 -0.008	 -0.023	 -0.011	 -0.001	 -0.001
       0:05.614	 -0.054	  0.001	 -0.023	 -0.014	 -0.006	 -0.007
       0:05.615	 -0.052	  0.009	 -0.020	 -0.016	 -0.011	 -0.013
       0:05.616	 -0.058	  0.016	 -0.019	 -0.017	 -0.015	 -0.018
       0:05.617	 -0.059	  0.021	 -0.016	 -0.019	 -0.018	 -0.021
       0:05.618	 -0.060	  0.022	 -0.013	 -0.021	 -0.019	 -0.021
       0:05.619	 -0.061	  0.022	 -0.012	 -0.022	 -0.019	 -0.022
       0:05.620	 -0.061	  0.016	 -0.012	 -0.024	 -0.018	 -0.021
       0:05.621	 -0.059	  0.009	 -0.014	 -0.025	 -0.018	 -0.020
       0:05.622	 -0.058	 -0.001	 -0.018	 -0.026	 -0.016	 -0.017
       0:05.623	 -0.058	 -0.011	 -0.021	 -0.026	 -0.012	 -0.012
       0:05.624	 -0.058	 -0.021	 -0.023	 -0.026	 -0.008	 -0.006
       0:05.625	 -0.054	 -0.031	 -0.025	 -0.023	 -0.004	  0.001
       0:05.626	 -0.056	 -0.040	 -0.025	 -0.022	  0.001	  0.008
       0:05.627	 -0.056	 -0.047	 -0.025	 -0.021	  0.006	  0.015
       0:05.628	 -0.051	 -0.050	 -0.024	 -0.019	  0.010	  0.021
       0:05.629	 -0.041	 -0.048	 -0.022	 -0.017	  0.013	  0.027
       0:05.630	 -0.031	 -0.042	 -0.019	 -0.015	  0.016	  0.031
       0:05.631	 -0.024	 -0.034	 -0.016	 -0.014	  0.017	  0.033
       0:05.632	 -0.014	 -0.025	 -0.016	 -0.014	  0.014	  0.031
       0:05.633	 -0.002	 -0.016	 -0.016	 -0.016	  0.009	  0.027
       0:05.634	  0.005	 -0.008	 -0.018	 -0.017	  0.003	  0.021
       0:05.635	  0.006	 -0.001	 -0.018	 -0.019	 -0.003	  0.014
       0:05.636	  0.011	  0.006	 -0.017	 -0.018	 -0.007	  0.008
       0:05.637	  0.017	  0.011	 -0.015	 -0.017	 -0.009	  0.006
       0:05.638	  0.023	  0.011	 -0.012	 -0.014	 -0.009	  0.006
       0:05.639	  0.030	  0.008	 -0.010	 -0.012	 -0.008	  0.006
       0:05.640	  0.039	  0.002	 -0.010	 -0.012	 -0.006	  0.008
       0:05.641	  0.043	 -0.007	 -0.010	 -0.011	 -0.003	  0.012
       0:05.642	  0.046	 -0.016	 -0.010	 -0.009	  0.002	  0.018
       0:05.643	  0.049	 -0.024	 -0.009	 -0.005	  0.008	  0.025
       0:05.644	  0.054	 -0.031	 -0.008	 -0.001	  0.016	  0.034
       0:05.645	  0.061	 -0.038	 -0.007	  0.002	  0.022	  0.044
       0:05.646	  0.065	 -0.045	 -0.008	  0.005	  0.028	  0.052
       0:05.647	  0.064	 -0.050	 -0.009	  0.005	  0.032	  0.060
       0:05.648	  0.068	 -0.052	 -0.011	  0.005	  0.034	  0.065
       0:05.649	  0.074	 -0.051	 -0.012	  0.004	  0.036	  0.068
       0:05.650	  0.076	 -0.045	 -0.012	  0.005	  0.036	  0.070
       0:05.651	  0.077	 -0.036	 -0.012	  0.005	  0.034	  0.069
       0:05.652	  0.084	 -0.028	 -0.012	  0.004	  0.033	  0.067
       0:05.653	  0.095	 -0.018	 -0.012	  0.002	  0.027	  0.062
       0:05.654	  0.097	 -0.008	 -0.012	  0.001	  0.022	  0.057
       0:05.655	  0.093	  0.001	 -0.012	  0.000	  0.017	  0.051
       0:05.656	  0.096	  0.010	 -0.010	  0.000	  0.014	  0.045
       0:05.657	  0.100	  0.018	 -0.007	  0.002	  0.012	  0.042
       0:05.658	  0.102	  0.024	 -0.001	  0.006	  0.013	  0.041
       0:05.659	  0.105	  0.028	  0.004	  0.010	  0.016	  0.043
       0:05.660	  0.111	  0.027	  0.011	  0.014	  0.021	  0.048
       0:05.661	  0.116	  0.024	  0.018	  0.019	  0.026	  0.053
       0:05.662	  0.117	  0.019	  0.024	  0.022	  0.033	  0.062
       0:05.663	  0.120	  0.015	  0.028	  0.026	  0.041	  0.073
       0:05.664	  0.125	  0.008	  0.032	  0.031	  0.047	  0.083
       0:05.665	  0.131	  0.001	  0.034	  0.034	  0.054	  0.092
       0:05.666	  0.135	 -0.008	  0.031	  0.036	  0.060	  0.099
       0:05.667	  0.136	 -0.015	  0.028	  0.036	  0.062	  0.103
       0:05.668	  0.141	 -0.021	  0.025	  0.036	  0.064	  0.104
       0:05.669	  0.142	 -0.022	  0.021	  0.035	  0.064	  0.103
       0:05.670	  0.141	 -0.021	  0.018	  0.033	  0.063	  0.100
       0:05.671	  0.135	 -0.016	  0.016	  0.031	  0.061	  0.095
       0:05.672	  0.134	 -0.011	  0.012	  0.028	  0.056	  0.087
       0:05.673	  0.137	 -0.005	  0.010	  0.024	  0.051	  0.079
       0:05.674	  0.139	  0.002	  0.008	  0.021	  0.043	  0.071
       0:05.675	  0.138	  0.010	  0.007	  0.017	  0.036	  0.062
       0:05.676	  0.144	  0.018	  0.008	  0.014	  0.030	  0.055
       0:05.677	  0.150	  0.023	  0.009	  0.012	  0.026	  0.050
       0:05.678	  0.150	  0.027	  0.010	  0.012	  0.024	  0.048
       0:05.679	  0.154	  0.027	  0.011	  0.012	  0.023	  0.048
       0:05.680	  0.158	  0.023	  0.011	  0.013	  0.023	  0.049
       0:05.681	  0.162	  0.016	  0.011	  0.014	  0.025	  0.055
       0:05.682	  0.164	  0.008	  0.012	  0.017	  0.030	  0.062
       0:05.683	  0.161	  0.000	  0.013	  0.021	  0.036	  0.073
       0:05.684	  0.156	 -0.008	  0.016	  0.025	  0.044	  0.084
       0:05.685	  0.158	 -0.015	  0.016	  0.028	  0.051	  0.095
       0:05.686	  0.158	 -0.022	  0.015	  0.030	  0.057	  0.102
       0:05.687	  0.155	 -0.027	  0.014	  0.029	  0.061	  0.108
       0:05.688	  0.150	 -0.031	  0.012	  0.028	  0.063	  0.109
       0:05.689	  0.151	 -0.030	  0.010	  0.026	  0.063	  0.109
       0:05.690	  0.152	 -0.028	  0.008	  0.024	  0.060	  0.106
       0:05.691	  0.149	 -0.023	  0.006	  0.021	  0.056	  0.101
       0:05.692	  0.140	 -0.018	  0.003	  0.017	  0.050	  0.092
       0:05.693	  0.138	 -0.011	  0.000	  0.012	  0.041	  0.081
       0:05.694	  0.139	 -0.004	 -0.004	  0.005	  0.033	  0.070
       0:05.695	  0.133	  0.005	 -0.005	  0.001	  0.024	  0.057
       0:05.696	  0.133	  0.011	 -0.006	 -0.002	  0.016	  0.048
       0:05.697	  0.134	  0.018	 -0.005	 -0.004	  0.010	  0.038
       0:05.698	  0.124	  0.021	 -0.006	 -0.005	  0.005	  0.032
       0:05.699	  0.114	  0.021	 -0.007	 -0.006	  0.001	  0.028
       0:05.700	  0.111	  0.018	 -0.010	 -0.007	 -0.002	  0.023
       0:05.701	  0.109	  0.011	 -0.012	 -0.008	 -0.004	  0.022
       0:05.702	  0.105	  0.005	 -0.013	 -0.007	 -0.002	  0.023
       0:05.703	  0.102	 -0.002	 -0.013	 -0.004	  0.002	  0.027
       0:05.704	  0.102	 -0.009	 -0.013	 -0.001	  0.008	  0.032
       0:05.705	  0.100	 -0.015	 -0.014	  0.002	  0.014	  0.039
       0:05.706	  0.094	 -0.022	 -0.016	  0.004	  0.020	  0.046
       0:05.707	  0.083	 -0.028	 -0.019	  0.004	  0.022	  0.051
       0:05.708	  0.070	 -0.031	 -0.023	  0.001	  0.023	  0.054
       0:05.709	  0.067	 -0.030	 -0.025	 -0.002	  0.022	  0.054
       0:05.710	  0.067	 -0.027	 -0.027	 -0.006	  0.020	  0.053
       0:05.711	  0.059	 -0.021	 -0.029	 -0.010	  0.015	  0.046
       0:05.712	  0.048	 -0.015	 -0.031	 -0.014	  0.008	  0.039
       0:05.713	  0.039	 -0.007	 -0.032	 -0.018	 -0.001	  0.028
       0:05.714	  0.032	  0.001	 -0.034	 -0.022	 -0.010	  0.015
       0:05.715	  0.023	  0.008	 -0.035	 -0.026	 -0.019	  0.003
       0:05.716	  0.016	  0.016	 -0.033	 -0.028	 -0.027	 -0.008
       0:05.717	  0.008	  0.021	 -0.031	 -0.028	 -0.032	 -0.016
       0:05.718	  0.003	  0.025	 -0.028	 -0.028	 -0.035	 -0.023
       0:05.719	  0.002	  0.025	 -0.026	 -0.027	 -0.036	 -0.026
       0:05.720	 -0.004	  0.020	 -0.026	 -0.025	 -0.036	 -0.026
       0:05.721	 -0.014	  0.014	 -0.026	 -0.024	 -0.035	 -0.025
       0:05.722	 -0.023	  0.006	 -0.026	 -0.023	 -0.033	 -0.021
       0:05.723	 -0.031	 -0.001	 -0.025	 -0.021	 -0.027	 -0.015
       0:05.724	 -0.037	 -0.008	 -0.024	 -0.017	 -0.021	 -0.007
       0:05.725	 -0.036	 -0.013	 -0.023	 -0.013	 -0.014	  0.002
       0:05.726	 -0.037	 -0.018	 -0.021	 -0.009	 -0.007	  0.010
       0:05.727	 -0.040	 -0.021	 -0.021	 -0.007	 -0.002	  0.015
       0:05.728	 -0.046	 -0.020	 -0.020	 -0.005	  0.001	  0.019
       0:05.729	 -0.054	 -0.018	 -0.019	 -0.004	  0.004	  0.021
       0:05.730	 -0.058	 -0.012	 -0.017	 -0.004	  0.004	  0.020
       0:05.731	 -0.059	 -0.006	 -0.016	 -0.005	  0.001	  0.016
       0:05.732	 -0.063	  0.000	 -0.016	 -0.009	 -0.006	  0.008
       0:05.733	 -0.064	  0.005	 -0.018	 -0.015	 -0.017	 -0.002
       0:05.734	 -0.064	  0.009	 -0.021	 -0.022	 -0.029	 -0.013
       0:05.735	 -0.070	  0.012	 -0.025	 -0.031	 -0.040	 -0.024
       0:05.736	 -0.074	  0.018	 -0.027	 -0.038	 -0.050	 -0.034
       0:05.737	 -0.077	  0.021	 -0.028	 -0.041	 -0.056	 -0.041
       0:05.738	 -0.084	  0.022	 -0.030	 -0.045	 -0.060	 -0.045
       0:05.739	 -0.094	  0.022	 -0.031	 -0.047	 -0.060	 -0.047
       0:05.740	 -0.103	  0.018	 -0.033	 -0.047	 -0.060	 -0.046
       0:05.741	 -0.106	  0.012	 -0.034	 -0.047	 -0.055	 -0.044
       0:05.742	 -0.105	  0.005	 -0.034	 -0.045	 -0.050	 -0.037
       0:05.743	 -0.111	 -0.002	 -0.033	 -0.041	 -0.043	 -0.031
       0:05.744	 -0.116	 -0.008	 -0.031	 -0.036	 -0.036	 -0.021
       0:05.745	 -0.114	 -0.015	 -0.029	 -0.032	 -0.030	 -0.013
       0:05.746	 -0.114	 -0.019	 -0.027	 -0.030	 -0.024	 -0.006
       0:05.747	 -0.124	 -0.024	 -0.027	 -0.029	 -0.022	 -0.002
       0:05.748	 -0.127	 -0.026	 -0.028	 -0.030	 -0.021	 -0.002
       0:05.749	 -0.125	 -0.026	 -0.028	 -0.032	 -0.022	 -0.004
       0:05.750	 -0.121	 -0.024	 -0.029	 -0.035	 -0.026	 -0.008
       0:05.751	 -0.123	 -0.019	 -0.031	 -0.038	 -0.031	 -0.014
       0:05.752	 -0.124	 -0.013	 -0.033	 -0.042	 -0.036	 -0.022
       0:05.753	 -0.123	 -0.008	 -0.036	 -0.046	 -0.043	 -0.031
       0:05.754	 -0.123	 -0.002	 -0.040	 -0.051	 -0.051	 -0.041
       0:05.755	 -0.126	  0.004	 -0.042	 -0.054	 -0.057	 -0.051
       0:05.756	 -0.127	  0.010	 -0.042	 -0.056	 -0.063	 -0.058
       0:05.757	 -0.126	  0.016	 -0.042	 -0.056	 -0.067	 -0.063
       0:05.758	 -0.125	  0.019	 -0.041	 -0.054	 -0.067	 -0.065
       0:05.759	 -0.126	  0.021	 -0.039	 -0.051	 -0.067	 -0.066
       0:05.760	 -0.128	  0.019	 -0.037	 -0.048	 -0.064	 -0.063
       0:05.761	 -0.127	  0.016	 -0.034	 -0.043	 -0.059	 -0.057
       0:05.762	 -0.130	  0.012	 -0.031	 -0.038	 -0.052	 -0.049
       0:05.763	 -0.134	  0.009	 -0.026	 -0.030	 -0.042	 -0.036
       0:05.764	 -0.136	  0.006	 -0.021	 -0.022	 -0.033	 -0.024
       0:05.765	 -0.138	  0.002	 -0.018	 -0.017	 -0.023	 -0.011
       0:05.766	 -0.142	 -0.002	 -0.016	 -0.013	 -0.015	 -0.002
       0:05.767	 -0.147	 -0.008	 -0.017	 -0.012	 -0.010	  0.004
       0:05.768	 -0.141	 -0.011	 -0.019	 -0.014	 -0.008	  0.005
       0:05.769	 -0.138	 -0.012	 -0.021	 -0.017	 -0.008	  0.002
       0:05.770	 -0.145	 -0.010	 -0.023	 -0.021	 -0.011	 -0.003
       0:05.771	 -0.152	 -0.006	 -0.027	 -0.024	 -0.013	 -0.010
       0:05.772	 -0.156	  0.000	 -0.031	 -0.030	 -0.018	 -0.019
       0:05.773	 -0.153	  0.006	 -0.034	 -0.035	 -0.024	 -0.029
       0:05.774	 -0.145	  0.011	 -0.039	 -0.041	 -0.031	 -0.040
       0:05.775	 -0.145	  0.019	 -0.041	 -0.046	 -0.037	 -0.049
       0:05.776	 -0.142	  0.026	 -0.042	 -0.048	 -0.042	 -0.057
       0:05.777	 -0.139	  0.032	 -0.040	 -0.049	 -0.044	 -0.062
       0:05.778	 -0.142	  0.038	 -0.038	 -0.048	 -0.045	 -0.065
       0:05.779	 -0.143	  0.039	 -0.037	 -0.048	 -0.044	 -0.066
       0:05.780	 -0.140	  0.036	 -0.036	 -0.046	 -0.043	 -0.064
       0:05.781	 -0.139	  0.031	 -0.034	 -0.043	 -0.038	 -0.060
       0:05.782	 -0.142	  0.026	 -0.033	 -0.038	 -0.033	 -0.053
       0:05.783	 -0.139	  0.019	 -0.031	 -0.031	 -0.024	 -0.044
       0:05.784	 -0.137	  0.013	 -0.028	 -0.025	 -0.015	 -0.034
       0:05.785	 -0.137	  0.006	 -0.026	 -0.020	 -0.007	 -0.024
       0:05.786	 -0.137	 -0.001	 -0.025	 -0.017	 -0.001	 -0.017
       0:05.787	 -0.141	 -0.008	 -0.024	 -0.016	  0.002	 -0.012
       0:05.788	 -0.141	 -0.013	 -0.025	 -0.018	  0.002	 -0.011
       0:05.789	 -0.138	 -0.016	 -0.027	 -0.021	 -0.001	 -0.014
       0:05.790	 -0.136	 -0.016	 -0.029	 -0.024	 -0.007	 -0.019
       0:05.791	 -0.134	 -0.012	 -0.031	 -0.028	 -0.014	 -0.028
       0:05.792	 -0.133	 -0.009	 -0.034	 -0.032	 -0.023	 -0.037
       0:05.793	 -0.133	 -0.005	 -0.038	 -0.036	 -0.031	 -0.047
       0:05.794	 -0.135	  0.000	 -0.041	 -0.039	 -0.040	 -0.058
       0:05.795	 -0.145	  0.004	 -0.044	 -0.043	 -0.047	 -0.068
       0:05.796	 -0.146	  0.006	 -0.046	 -0.045	 -0.054	 -0.078
       0:05.797	 -0.145	  0.008	 -0.048	 -0.046	 -0.060	 -0.085
       0:05.798	 -0.146	  0.009	 -0.048	 -0.046	 -0.065	 -0.090
       0:05.799	 -0.146	  0.008	 -0.047	 -0.045	 -0.066	 -0.091
       0:05.800	 -0.144	  0.005	 -0.046	 -0.042	 -0.065	 -0.089
       0:05.801	 -0.142	  0.002	 -0.042	 -0.037	 -0.060	 -0.082
       0:05.802	 -0.145	 -0.001	 -0.039	 -0.031	 -0.052	 -0.071
       0:05.803	 -0.148	 -0.003	 -0.034	 -0.024	 -0.043	 -0.058
       0:05.804	 -0.148	 -0.006	 -0.030	 -0.016	 -0.031	 -0.043
       0:05.805	 -0.145	 -0.009	 -0.026	 -0.011	 -0.021	 -0.028
       0:05.806	 -0.146	 -0.015	 -0.024	 -0.007	 -0.013	 -0.016
       0:05.807	 -0.147	 -0.018	 -0.022	 -0.006	 -0.007	 -0.006
       0:05.808	 -0.145	 -0.021	 -0.022	 -0.006	 -0.002	  0.000
       0:05.809	 -0.142	 -0.022	 -0.021	 -0.008	 -0.001	  0.002
       0:05.810	 -0.145	 -0.020	 -0.019	 -0.009	 -0.001	  0.001
       0:05.811	 -0.149	 -0.016	 -0.018	 -0.011	 -0.003	 -0.002
       0:05.812	 -0.156	 -0.011	 -0.018	 -0.012	 -0.007	 -0.007
       0:05.813	 -0.151	 -0.005	 -0.018	 -0.014	 -0.012	 -0.014
       0:05.814	 -0.146	  0.002	 -0.018	 -0.014	 -0.019	 -0.021
       0:05.815	 -0.145	  0.011	 -0.018	 -0.014	 -0.024	 -0.028
       0:05.816	 -0.143	  0.019	 -0.017	 -0.014	 -0.027	 -0.032
       0:05.817	 -0.139	  0.026	 -0.016	 -0.014	 -0.030	 -0.035
       0:05.818	 -0.139	  0.031	 -0.014	 -0.013	 -0.030	 -0.036
       0:05.819	 -0.138	  0.029	 -0.014	 -0.012	 -0.030	 -0.036
       0:05.820	 -0.134	  0.025	 -0.013	 -0.012	 -0.030	 -0.036
       0:05.821	 -0.129	  0.018	 -0.013	 -0.011	 -0.027	 -0.036
       0:05.822	 -0.129	  0.011	 -0.012	 -0.011	 -0.024	 -0.032
       0:05.823	 -0.132	  0.005	 -0.011	 -0.008	 -0.020	 -0.026
       0:05.824	 -0.129	 -0.002	 -0.011	 -0.005	 -0.014	 -0.018
       0:05.825	 -0.125	 -0.008	 -0.010	 -0.002	 -0.007	 -0.011
       0:05.826	 -0.123	 -0.015	 -0.011	  0.000	 -0.002	 -0.004
       0:05.827	 -0.123	 -0.021	 -0.013	 -0.001	  0.001	  0.000
       0:05.828	 -0.122	 -0.025	 -0.016	 -0.002	  0.001	  0.002
       0:05.829	 -0.121	 -0.025	 -0.018	 -0.006	  0.000	  0.002
       0:05.830	 -0.116	 -0.022	 -0.018	 -0.009	 -0.002	  0.001
       0:05.831	 -0.112	 -0.018	 -0.018	 -0.013	 -0.005	 -0.002
       0:05.832	 -0.114	 -0.012	 -0.019	 -0.017	 -0.009	 -0.007
       0:05.833	 -0.118	 -0.006	 -0.021	 -0.022	 -0.016	 -0.013
       0:05.834	 -0.117	 -0.001	 -0.023	 -0.028	 -0.023	 -0.021
       0:05.835	 -0.116	  0.004	 -0.025	 -0.033	 -0.031	 -0.030
       0:05.836	 -0.114	  0.009	 -0.026	 -0.036	 -0.037	 -0.037
       0:05.837	 -0.107	  0.012	 -0.027	 -0.038	 -0.043	 -0.043
       0:05.838	 -0.103	  0.015	 -0.027	 -0.038	 -0.047	 -0.045
       0:05.839	 -0.102	  0.015	 -0.026	 -0.037	 -0.050	 -0.045
       0:05.840	 -0.099	  0.012	 -0.025	 -0.035	 -0.049	 -0.041
       0:05.841	 -0.093	  0.008	 -0.023	 -0.031	 -0.047	 -0.036
       0:05.842	 -0.090	  0.002	 -0.021	 -0.027	 -0.041	 -0.028
       0:05.843	 -0.091	 -0.005	 -0.017	 -0.022	 -0.034	 -0.019
       0:05.844	 -0.090	 -0.011	 -0.014	 -0.017	 -0.026	 -0.010
       0:05.845	 -0.087	 -0.018	 -0.011	 -0.014	 -0.018	 -0.002
       0:05.846	 -0.084	 -0.026	 -0.011	 -0.012	 -0.011	  0.003
       0:05.847	 -0.081	 -0.032	 -0.011	 -0.012	 -0.007	  0.007
       0:05.848	 -0.082	 -0.035	 -0.014	 -0.014	 -0.005	  0.010
       0:05.849	 -0.082	 -0.036	 -0.014	 -0.017	 -0.005	  0.010
       0:05.850	 -0.084	 -0.032	 -0.015	 -0.019	 -0.006	  0.009
       0:05.851	 -0.082	 -0.026	 -0.015	 -0.023	 -0.009	  0.007
       0:05.852	 -0.082	 -0.020	 -0.016	 -0.028	 -0.013	  0.002
       0:05.853	 -0.081	 -0.012	 -0.018	 -0.033	 -0.020	 -0.006
       0:05.854	 -0.081	 -0.006	 -0.020	 -0.039	 -0.027	 -0.017
       0:05.855	 -0.086	  0.002	 -0.021	 -0.045	 -0.034	 -0.028
       0:05.856	 -0.087	  0.008	 -0.021	 -0.049	 -0.040	 -0.040
       0:05.857	 -0.087	  0.013	 -0.020	 -0.051	 -0.044	 -0.048
       0:05.858	 -0.095	  0.015	 -0.018	 -0.052	 -0.047	 -0.053
       0:05.859	 -0.099	  0.013	 -0.017	 -0.052	 -0.046	 -0.055
       0:05.860	 -0.101	  0.009	 -0.016	 -0.050	 -0.046	 -0.055
       0:05.861	 -0.104	  0.006	 -0.015	 -0.047	 -0.043	 -0.051
       0:05.862	 -0.105	  0.002	 -0.012	 -0.041	 -0.038	 -0.045
       0:05.863	 -0.107	  0.001	 -0.009	 -0.034	 -0.033	 -0.036
       0:05.864	 -0.110	 -0.001	 -0.006	 -0.026	 -0.026	 -0.026
       0:05.865	 -0.111	 -0.003	 -0.003	 -0.020	 -0.021	 -0.016
       0:05.866	 -0.117	 -0.006	 -0.001	 -0.016	 -0.015	 -0.007
       0:05.867	 -0.120	 -0.008	 -0.002	 -0.015	 -0.013	  0.000
       0:05.868	 -0.117	 -0.009	 -0.003	 -0.015	 -0.012	  0.004
       0:05.869	 -0.120	 -0.009	 -0.004	 -0.017	 -0.012	  0.005
       0:05.870	 -0.121	 -0.006	 -0.006	 -0.019	 -0.014	  0.002
       0:05.871	 -0.117	 -0.002	 -0.008	 -0.021	 -0.018	 -0.004
       0:05.872	 -0.118	  0.001	 -0.010	 -0.026	 -0.024	 -0.012
       0:05.873	 -0.120	  0.005	 -0.012	 -0.032	 -0.033	 -0.022
       0:05.874	 -0.120	  0.010	 -0.015	 -0.038	 -0.042	 -0.032
       0:05.875	 -0.124	  0.015	 -0.017	 -0.044	 -0.051	 -0.043
       0:05.876	 -0.126	  0.021	 -0.019	 -0.048	 -0.057	 -0.053
       0:05.877	 -0.123	  0.026	 -0.019	 -0.051	 -0.062	 -0.060
       0:05.878	 -0.122	  0.029	 -0.021	 -0.052	 -0.063	 -0.065
       0:05.879	 -0.121	  0.029	 -0.021	 -0.052	 -0.063	 -0.068
       0:05.880	 -0.119	  0.026	 -0.021	 -0.049	 -0.060	 -0.068
       0:05.881	 -0.115	  0.021	 -0.021	 -0.047	 -0.053	 -0.065
       0:05.882	 -0.113	  0.015	 -0.021	 -0.043	 -0.046	 -0.060
       0:05.883	 -0.115	  0.008	 -0.021	 -0.039	 -0.036	 -0.053
       0:05.884	 -0.116	  0.001	 -0.020	 -0.036	 -0.027	 -0.044
       0:05.885	 -0.111	 -0.007	 -0.019	 -0.033	 -0.020	 -0.036
