   Elapsed time	   ECG1	   ECG2
       0:06.064	 -0.390	 -0.165
       0:06.068	 -0.785	 -0.065
       0:06.072	 -0.290	 -0.075
       0:06.076	  0.140	 -0.120
       0:06.080	 -0.350	 -0.105
       0:06.084	 -0.770	 -0.045
       0:06.088	 -0.315	 -0.010
       0:06.092	  0.150	 -0.045
       0:06.096	 -0.245	 -0.030
       0:06.100	 -0.695	  0.045
       0:06.104	 -0.275	  0.115
       0:06.108	  0.240	  0.115
       0:06.112	 -0.135	  0.065
       0:06.116	 -0.630	  0.175
       0:06.120	 -0.245	  0.250
       0:06.124	  0.295	  0.240
       0:06.128	  0.020	  0.200
       0:06.132	 -0.545	  0.280
       0:06.136	 -0.275	  0.360
       0:06.140	  0.325	  0.320
       0:06.144	  0.175	  0.280
       0:06.148	 -0.470	  0.325
       0:06.152	 -0.400	  0.390
       0:06.156	  0.230	  0.365
       0:06.160	  0.285	  0.325
       0:06.164	 -0.350	  0.335
       0:06.168	 -0.510	  0.410
       0:06.172	  0.095	  0.405
       0:06.176	  0.325	  0.335
       0:06.180	 -0.265	  0.295
       0:06.184	 -0.635	  0.295
       0:06.188	 -0.135	  0.275
       0:06.192	  0.245	  0.215
       0:06.196	 -0.240	  0.150
       0:06.200	 -0.740	  0.150
       0:06.204	 -0.370	  0.145
       0:06.208	  0.145	  0.045
       0:06.212	 -0.260	 -0.050
       0:06.216	 -0.805	 -0.065
       0:06.220	 -0.425	 -0.060
       0:06.224	  0.095	 -0.115
       0:06.228	 -0.280	 -0.240
       0:06.232	 -0.795	 -0.190
       0:06.236	 -0.425	 -0.185
       0:06.240	  0.095	 -0.205
       0:06.244	 -0.200	 -0.300
       0:06.248	 -0.775	 -0.260
       0:06.252	 -0.520	 -0.210
       0:06.256	  0.070	 -0.260
       0:06.260	 -0.125	 -0.315
       0:06.264	 -0.750	 -0.295
       0:06.268	 -0.630	 -0.240
       0:06.272	  0.005	 -0.290
       0:06.276	 -0.045	 -0.345
       0:06.280	 -0.680	 -0.320
       0:06.284	 -0.710	 -0.225
       0:06.288	 -0.070	 -0.235
       0:06.292	  0.075	 -0.310
       0:06.296	 -0.535	 -0.290
       0:06.300	 -0.735	 -0.275
       0:06.304	 -0.130	 -0.205
       0:06.308	  0.155	 -0.290
       0:06.312	 -0.425	 -0.310
       0:06.316	 -0.760	 -0.250
       0:06.320	 -0.280	 -0.235
       0:06.324	  0.110	 -0.295
       0:06.328	 -0.375	 -0.290
       0:06.332	 -0.745	 -0.255
       0:06.336	 -0.260	 -0.260
       0:06.340	  0.145	 -0.285
       0:06.344	 -0.345	 -0.335
       0:06.348	 -0.735	 -0.240
       0:06.352	 -0.235	 -0.220
       0:06.356	  0.105	 -0.250
       0:06.360	 -0.360	 -0.310
       0:06.364	 -0.770	 -0.245
       0:06.368	 -0.270	 -0.255
       0:06.372	  0.125	 -0.280
       0:06.376	 -0.305	 -0.280
       0:06.380	 -0.760	 -0.245
       0:06.384	 -0.330	 -0.250
       0:06.388	  0.105	 -0.270
       0:06.392	 -0.330	 -0.320
       0:06.396	 -0.800	 -0.280
       0:06.400	 -0.405	 -0.215
       0:06.404	  0.115	 -0.280
       0:06.408	 -0.175	 -0.330
       0:06.412	 -0.760	 -0.320
       0:06.416	 -0.510	 -0.255
       0:06.420	  0.090	 -0.290
       0:06.424	 -0.075	 -0.310
       0:06.428	 -0.715	 -0.285
       0:06.432	 -0.625	 -0.225
       0:06.436	  0.000	 -0.275
       0:06.440	 -0.040	 -0.320
       0:06.444	 -0.685	 -0.320
       0:06.448	 -0.640	 -0.275
       0:06.452	 -0.025	 -0.260
       0:06.456	  0.015	 -0.335
       0:06.460	 -0.625	 -0.325
       0:06.464	 -0.640	 -0.280
       0:06.468	 -0.065	 -0.255
       0:06.472	  0.010	 -0.365
       0:06.476	 -0.625	 -0.315
       0:06.480	 -0.675	 -0.280
       0:06.484	 -0.085	 -0.275
       0:06.488	  0.005	 -0.350
       0:06.492	 -0.580	 -0.350
       0:06.496	 -0.655	 -0.240
       0:06.500	 -0.035	 -0.265
       0:06.504	  0.100	 -0.320
       0:06.508	 -0.505	 -0.285
       0:06.512	 -0.605	 -0.135
       0:06.516	  0.000	 -0.125
       0:06.520	  0.190	 -0.145
       0:06.524	 -0.390	 -0.120
       0:06.528	 -0.565	 -0.010
       0:06.532	  0.045	 -0.005
       0:06.536	  0.295	 -0.140
       0:06.540	 -0.255	 -0.170
       0:06.544	 -0.650	 -0.170
       0:06.548	 -0.240	 -0.225
       0:06.552	  0.145	 -0.390
       0:06.556	 -0.320	 -0.490
       0:06.560	 -0.730	 -0.440
       0:06.564	 -0.350	 -0.345
       0:06.568	  0.135	 -0.415
       0:06.572	 -0.180	 -0.425
       0:06.576	 -0.775	 -0.400
       0:06.580	 -0.530	 -0.370
       0:06.584	 -0.005	 -0.365
       0:06.588	 -0.225	 -0.385
       0:06.592	 -0.805	 -0.360
       0:06.596	 -0.650	 -0.355
       0:06.600	 -0.055	 -0.370
       0:06.604	 -0.155	 -0.460
       0:06.608	 -0.765	 -0.440
       0:06.612	 -0.650	 -0.355
       0:06.616	 -0.065	 -0.380
       0:06.620	 -0.105	 -0.445
       0:06.624	 -0.740	 -0.445
       0:06.628	 -0.700	 -0.350
       0:06.632	 -0.060	 -0.390
       0:06.636	 -0.060	 -0.435
       0:06.640	 -0.695	 -0.435
       0:06.644	 -0.775	 -0.335
       0:06.648	 -0.215	 -0.280
       0:06.652	 -0.140	 -0.100
       0:06.656	 -0.605	  0.085
       0:06.660	 -0.570	  0.195
       0:06.664	  0.315	  0.115
       0:06.668	  0.880	  0.240
       0:06.672	  0.735	  0.205
       0:06.676	  0.755	 -0.445
       0:06.680	  1.385	 -1.145
       0:06.684	  1.430	 -1.670
       0:06.688	  0.285	 -1.970
       0:06.692	 -0.755	 -2.325
       0:06.696	 -0.865	 -2.485
       0:06.700	 -0.585	 -2.645
       0:06.704	 -0.730	 -2.800
       0:06.708	 -1.200	 -2.660
       0:06.712	 -0.900	 -1.890
       0:06.716	 -0.065	 -1.250
       0:06.720	 -0.075	 -0.855
       0:06.724	 -0.740	 -0.425
       0:06.728	 -0.710	 -0.220
       0:06.732	 -0.110	 -0.235
       0:06.736	 -0.105	 -0.270
       0:06.740	 -0.740	 -0.260
       0:06.744	 -0.735	 -0.200
       0:06.748	 -0.120	 -0.190
       0:06.752	 -0.070	 -0.275
       0:06.756	 -0.685	 -0.260
       0:06.760	 -0.750	 -0.160
       0:06.764	 -0.130	 -0.195
       0:06.768	 -0.015	 -0.225
       0:06.772	 -0.590	 -0.220
       0:06.776	 -0.765	 -0.150
       0:06.780	 -0.170	 -0.160
       0:06.784	  0.010	 -0.220
       0:06.788	 -0.590	 -0.250
       0:06.792	 -0.845	 -0.080
       0:06.796	 -0.265	 -0.115
       0:06.800	  0.095	 -0.140
       0:06.804	 -0.405	 -0.175
       0:06.808	 -0.805	 -0.130
       0:06.812	 -0.385	 -0.075
       0:06.816	  0.120	 -0.105
       0:06.820	 -0.205	 -0.140
       0:06.824	 -0.770	 -0.075
       0:06.828	 -0.550	  0.000
       0:06.832	  0.075	 -0.050
       0:06.836	 -0.080	 -0.065
       0:06.840	 -0.700	 -0.010
       0:06.844	 -0.550	  0.020
       0:06.848	  0.075	  0.040
       0:06.852	  0.035	  0.015
       0:06.856	 -0.585	  0.050
       0:06.860	 -0.520	  0.125
       0:06.864	  0.100	  0.170
       0:06.868	  0.105	  0.120
       0:06.872	 -0.515	  0.180
       0:06.876	 -0.470	  0.300
       0:06.880	  0.170	  0.285
       0:06.884	  0.195	  0.260
       0:06.888	 -0.405	  0.300
       0:06.892	 -0.415	  0.370
       0:06.896	  0.205	  0.350
       0:06.900	  0.230	  0.320
       0:06.904	 -0.380	  0.355
       0:06.908	 -0.440	  0.420
       0:06.912	  0.160	  0.440
       0:06.916	  0.320	  0.375
       0:06.920	 -0.265	  0.345
       0:06.924	 -0.515	  0.420
       0:06.928	  0.030	  0.420
       0:06.932	  0.350	  0.355
       0:06.936	 -0.175	  0.315
       0:06.940	 -0.625	  0.310
       0:06.944	 -0.255	  0.340
       0:06.948	  0.200	  0.230
       0:06.952	 -0.160	  0.135
       0:06.956	 -0.735	  0.130
       0:06.960	 -0.455	  0.150
       0:06.964	  0.090	  0.040
       0:06.968	 -0.105	 -0.055
       0:06.972	 -0.725	 -0.035
       0:06.976	 -0.600	 -0.040
       0:06.980	 -0.010	 -0.075
       0:06.984	 -0.100	 -0.225
       0:06.988	 -0.705	 -0.210
       0:06.992	 -0.685	 -0.190
       0:06.996	 -0.095	 -0.210
       0:07.000	 -0.120	 -0.265
       0:07.004	 -0.705	 -0.245
       0:07.008	 -0.670	 -0.225
       0:07.012	 -0.030	 -0.285
       0:07.016	 -0.115	 -0.335
       0:07.020	 -0.715	 -0.310
       0:07.024	 -0.710	 -0.230
       0:07.028	 -0.070	 -0.270
       0:07.032	 -0.040	 -0.320
       0:07.036	 -0.645	 -0.340
       0:07.040	 -0.760	 -0.275
       0:07.044	 -0.130	 -0.250
       0:07.048	  0.050	 -0.315
       0:07.052	 -0.540	 -0.305
       0:07.056	 -0.780	 -0.240
       0:07.060	 -0.230	 -0.220
       0:07.064	  0.115	 -0.300
       0:07.068	 -0.410	 -0.295
       0:07.072	 -0.810	 -0.230
       0:07.076	 -0.350	 -0.195
       0:07.080	  0.120	 -0.305
       0:07.084	 -0.265	 -0.315
       0:07.088	 -0.790	 -0.255
       0:07.092	 -0.475	 -0.235
       0:07.096	  0.075	 -0.250
       0:07.100	 -0.180	 -0.300
       0:07.104	 -0.770	 -0.270
       0:07.108	 -0.570	 -0.235
       0:07.112	  0.040	 -0.245
       0:07.116	 -0.130	 -0.305
       0:07.120	 -0.735	 -0.265
       0:07.124	 -0.630	 -0.230
       0:07.128	 -0.010	 -0.270
       0:07.132	 -0.090	 -0.325
       0:07.136	 -0.705	 -0.310
       0:07.140	 -0.665	 -0.250
       0:07.144	 -0.020	 -0.285
       0:07.148	 -0.075	 -0.330
       0:07.152	 -0.690	 -0.370
       0:07.156	 -0.705	 -0.280
       0:07.160	 -0.060	 -0.285
       0:07.164	 -0.030	 -0.350
       0:07.168	 -0.655	 -0.360
       0:07.172	 -0.710	 -0.250
       0:07.176	 -0.085	 -0.320
       0:07.180	 -0.010	 -0.360
       0:07.184	 -0.630	 -0.350
       0:07.188	 -0.760	 -0.260
       0:07.192	 -0.155	 -0.275
       0:07.196	  0.070	 -0.315
       0:07.200	 -0.505	 -0.335
       0:07.204	 -0.800	 -0.300
       0:07.208	 -0.310	 -0.260
       0:07.212	  0.100	 -0.295
       0:07.216	 -0.365	 -0.340
       0:07.220	 -0.850	 -0.285
       0:07.224	 -0.450	 -0.240
       0:07.228	  0.085	 -0.295
       0:07.232	 -0.235	 -0.345
       0:07.236	 -0.835	 -0.300
       0:07.240	 -0.560	 -0.250
       0:07.244	  0.060	 -0.275
       0:07.248	 -0.120	 -0.335
       0:07.252	 -0.735	 -0.300
       0:07.256	 -0.590	 -0.205
       0:07.260	  0.080	 -0.245
       0:07.264	  0.035	 -0.315
       0:07.268	 -0.575	 -0.270
       0:07.272	 -0.555	 -0.125
       0:07.276	  0.080	 -0.105
       0:07.280	  0.105	 -0.120
       0:07.284	 -0.520	 -0.095
       0:07.288	 -0.525	 -0.035
       0:07.292	  0.125	 -0.040
       0:07.296	  0.205	 -0.170
       0:07.300	 -0.405	 -0.205
       0:07.304	 -0.620	 -0.195
       0:07.308	 -0.055	 -0.245
       0:07.312	  0.135	 -0.435
       0:07.316	 -0.470	 -0.475
       0:07.320	 -0.725	 -0.410
       0:07.324	 -0.180	 -0.360
       0:07.328	  0.140	 -0.405
       0:07.332	 -0.405	 -0.425
       0:07.336	 -0.820	 -0.380
       0:07.340	 -0.420	 -0.340
       0:07.344	  0.010	 -0.410
       0:07.348	 -0.410	 -0.415
       0:07.352	 -0.915	 -0.365
       0:07.356	 -0.570	 -0.320
       0:07.360	  0.000	 -0.395
       0:07.364	 -0.310	 -0.480
       0:07.368	 -0.870	 -0.460
       0:07.372	 -0.610	 -0.410
       0:07.376	  0.000	 -0.395
       0:07.380	 -0.160	 -0.485
       0:07.384	 -0.810	 -0.445
       0:07.388	 -0.655	 -0.380
       0:07.392	 -0.060	 -0.420
       0:07.396	 -0.190	 -0.450
       0:07.400	 -0.790	 -0.430
       0:07.404	 -0.695	 -0.295
       0:07.408	 -0.135	 -0.275
       0:07.412	 -0.300	 -0.090
       0:07.416	 -0.735	  0.130
       0:07.420	 -0.330	  0.185
       0:07.424	  0.570	  0.145
       0:07.428	  0.835	  0.355
       0:07.432	  0.655	  0.200
       0:07.436	  1.050	 -0.520
       0:07.440	  1.620	 -1.260
       0:07.444	  0.915	 -1.735
       0:07.448	 -0.350	 -2.005
       0:07.452	 -0.845	 -2.340
       0:07.456	 -0.605	 -2.510
       0:07.460	 -0.620	 -2.685
       0:07.464	 -1.085	 -2.845
       0:07.468	 -1.145	 -2.330
       0:07.472	 -0.365	 -1.520
       0:07.476	  0.040	 -1.090
       0:07.480	 -0.520	 -0.675
       0:07.484	 -0.870	 -0.280
       0:07.488	 -0.350	 -0.165
       0:07.492	  0.020	 -0.225
       0:07.496	 -0.445	 -0.220
       0:07.500	 -0.875	 -0.160
       0:07.504	 -0.405	 -0.125
       0:07.508	  0.010	 -0.225
       0:07.512	 -0.425	 -0.235
       0:07.516	 -0.890	 -0.145
       0:07.520	 -0.410	 -0.150
       0:07.524	  0.015	 -0.180
       0:07.528	 -0.395	 -0.220
       0:07.532	 -0.825	 -0.170
       0:07.536	 -0.400	 -0.125
       0:07.540	  0.060	 -0.185
       0:07.544	 -0.340	 -0.250
       0:07.548	 -0.835	 -0.190
       0:07.552	 -0.425	 -0.115
       0:07.556	  0.055	 -0.150
       0:07.560	 -0.320	 -0.175
       0:07.564	 -0.790	 -0.130
       0:07.568	 -0.485	 -0.065
       0:07.572	  0.075	 -0.130
       0:07.576	 -0.230	 -0.155
       0:07.580	 -0.780	 -0.125
       0:07.584	 -0.510	 -0.030
       0:07.588	  0.065	 -0.045
       0:07.592	 -0.060	 -0.125
       0:07.596	 -0.715	 -0.060
       0:07.600	 -0.645	  0.015
       0:07.604	  0.020	  0.025
       0:07.608	  0.070	 -0.040
       0:07.612	 -0.550	  0.035
       0:07.616	 -0.635	  0.085
       0:07.620	 -0.025	  0.125
       0:07.624	  0.160	  0.085
       0:07.628	 -0.390	  0.140
       0:07.632	 -0.610	  0.225
       0:07.636	 -0.030	  0.265
       0:07.640	  0.265	  0.235
       0:07.644	 -0.275	  0.195
       0:07.648	 -0.570	  0.335
       0:07.652	 -0.030	  0.350
       0:07.656	  0.345	  0.325
       0:07.660	 -0.165	  0.295
       0:07.664	 -0.565	  0.395
       0:07.668	 -0.070	  0.395
       0:07.672	  0.350	  0.340
       0:07.676	 -0.110	  0.295
       0:07.680	 -0.600	  0.400
       0:07.684	 -0.155	  0.410
       0:07.688	  0.340	  0.330
       0:07.692	 -0.030	  0.325
       0:07.696	 -0.595	  0.315
       0:07.700	 -0.340	  0.340
       0:07.704	  0.195	  0.235
       0:07.708	 -0.025	  0.155
       0:07.712	 -0.695	  0.135
       0:07.716	 -0.615	  0.135
       0:07.720	  0.010	  0.065
       0:07.724	  0.005	 -0.020
       0:07.728	 -0.680	 -0.065
       0:07.732	 -0.805	 -0.060
       0:07.736	 -0.165	 -0.080
       0:07.740	  0.040	 -0.190
       0:07.744	 -0.570	 -0.240
       0:07.748	 -0.890	 -0.225
       0:07.752	 -0.300	 -0.200
       0:07.756	  0.060	 -0.300
       0:07.760	 -0.465	 -0.340
       0:07.764	 -0.905	 -0.280
       0:07.768	 -0.400	 -0.305
       0:07.772	  0.055	 -0.375
       0:07.776	 -0.330	 -0.420
       0:07.780	 -0.875	 -0.345
       0:07.784	 -0.490	 -0.335
       0:07.788	  0.050	 -0.360
       0:07.792	 -0.300	 -0.390
       0:07.796	 -0.855	 -0.375
       0:07.800	 -0.580	 -0.320
       0:07.804	  0.015	 -0.355
       0:07.808	 -0.160	 -0.425
       0:07.812	 -0.810	 -0.365
       0:07.816	 -0.670	 -0.280
       0:07.820	 -0.025	 -0.340
       0:07.824	 -0.065	 -0.385
       0:07.828	 -0.710	 -0.350
       0:07.832	 -0.745	 -0.295
       0:07.836	 -0.085	 -0.275
       0:07.840	  0.005	 -0.360
       0:07.844	 -0.640	 -0.350
       0:07.848	 -0.795	 -0.290
       0:07.852	 -0.185	 -0.265
       0:07.856	  0.070	 -0.340
       0:07.860	 -0.535	 -0.365
       0:07.864	 -0.880	 -0.335
       0:07.868	 -0.345	 -0.290
       0:07.872	  0.040	 -0.355
       0:07.876	 -0.430	 -0.385
       0:07.880	 -0.890	 -0.300
       0:07.884	 -0.435	 -0.285
       0:07.888	  0.055	 -0.350
       0:07.892	 -0.270	 -0.365
       0:07.896	 -0.810	 -0.365
       0:07.900	 -0.505	 -0.300
       0:07.904	  0.060	 -0.335
       0:07.908	 -0.240	 -0.435
       0:07.912	 -0.850	 -0.360
       0:07.916	 -0.650	 -0.320
       0:07.920	 -0.030	 -0.375
       0:07.924	 -0.205	 -0.410
       0:07.928	 -0.815	 -0.380
       0:07.932	 -0.660	 -0.300
       0:07.936	 -0.035	 -0.345
       0:07.940	 -0.125	 -0.410
       0:07.944	 -0.765	 -0.410
       0:07.948	 -0.730	 -0.375
       0:07.952	 -0.105	 -0.365
       0:07.956	 -0.120	 -0.435
       0:07.960	 -0.765	 -0.400
       0:07.964	 -0.780	 -0.370
       0:07.968	 -0.125	 -0.370
       0:07.972	 -0.025	 -0.415
       0:07.976	 -0.685	 -0.390
       0:07.980	 -0.870	 -0.340
       0:07.984	 -0.245	 -0.345
       0:07.988	  0.040	 -0.435
       0:07.992	 -0.480	 -0.460
       0:07.996	 -0.905	 -0.335
       0:08.000	 -0.470	 -0.340
       0:08.004	  0.055	 -0.385
       0:08.008	 -0.315	 -0.485
       0:08.012	 -0.830	 -0.360
       0:08.016	 -0.470	 -0.315
       0:08.020	  0.080	 -0.355
       0:08.024	 -0.180	 -0.415
       0:08.028	 -0.780	 -0.355
       0:08.032	 -0.535	 -0.235
       0:08.036	  0.060	 -0.220
       0:08.040	 -0.055	 -0.235
       0:08.044	 -0.695	 -0.190
       0:08.048	 -0.520	 -0.095
       0:08.052	  0.155	 -0.125
       0:08.056	  0.070	 -0.215
       0:08.060	 -0.575	 -0.270
       0:08.064	 -0.610	 -0.235
       0:08.068	 -0.045	 -0.310
       0:08.072	  0.000	 -0.460
       0:08.076	 -0.660	 -0.530
       0:08.080	 -0.780	 -0.470
       0:08.084	 -0.130	 -0.430
       0:08.088	  0.050	 -0.490
       0:08.092	 -0.615	 -0.485
       0:08.096	 -0.895	 -0.435
       0:08.100	 -0.350	 -0.390
       0:08.104	 -0.030	 -0.460
       0:08.108	 -0.595	 -0.430
       0:08.112	 -1.020	 -0.395
       0:08.116	 -0.595	 -0.410
       0:08.120	 -0.050	 -0.435
       0:08.124	 -0.400	 -0.520
       0:08.128	 -0.945	 -0.460
       0:08.132	 -0.640	 -0.435
       0:08.136	 -0.075	 -0.465
       0:08.140	 -0.270	 -0.555
       0:08.144	 -0.940	 -0.485
       0:08.148	 -0.760	 -0.425
       0:08.152	 -0.155	 -0.450
       0:08.156	 -0.230	 -0.505
       0:08.160	 -0.870	 -0.460
       0:08.164	 -0.840	 -0.395
       0:08.168	 -0.205	 -0.380
       0:08.172	 -0.250	 -0.350
       0:08.176	 -0.860	 -0.135
       0:08.180	 -0.715	  0.125
       0:08.184	  0.110	  0.100
       0:08.188	  0.505	  0.025
       0:08.192	  0.315	  0.295
       0:08.196	  0.615	  0.340
       0:08.200	  1.495	 -0.365
       0:08.204	  1.445	 -1.135
       0:08.208	  0.225	 -1.505
       0:08.212	 -0.615	 -1.675
       0:08.216	 -0.440	 -2.055
       0:08.220	 -0.565	 -2.300
       0:08.224	 -1.275	 -2.640
       0:08.228	 -1.405	 -2.690
       0:08.232	 -0.710	 -2.140
       0:08.236	 -0.130	 -1.640
       0:08.240	 -0.500	 -1.130
       0:08.244	 -0.870	 -0.720
       0:08.248	 -0.470	 -0.325
       0:08.252	 -0.015	 -0.265
       0:08.256	 -0.370	 -0.305
       0:08.260	 -0.910	 -0.230
       0:08.264	 -0.650	 -0.185
       0:08.268	 -0.055	 -0.220
       0:08.272	 -0.235	 -0.270
       0:08.276	 -0.880	 -0.210
       0:08.280	 -0.715	 -0.160
       0:08.284	 -0.090	 -0.185
       0:08.288	 -0.105	 -0.260
       0:08.292	 -0.725	 -0.200
       0:08.296	 -0.695	 -0.125
       0:08.300	 -0.045	 -0.160
       0:08.304	 -0.085	 -0.180
       0:08.308	 -0.735	 -0.230
       0:08.312	 -0.800	 -0.145
       0:08.316	 -0.120	 -0.170
       0:08.320	 -0.065	 -0.220
       0:08.324	 -0.680	 -0.170
       0:08.328	 -0.780	 -0.105
       0:08.332	 -0.145	 -0.135
       0:08.336	  0.040	 -0.180
       0:08.340	 -0.575	 -0.155
       0:08.344	 -0.765	 -0.100
       0:08.348	 -0.165	 -0.065
       0:08.352	  0.065	 -0.130
       0:08.356	 -0.490	 -0.145
       0:08.360	 -0.765	 -0.050
       0:08.364	 -0.185	 -0.015
       0:08.368	  0.155	 -0.075
       0:08.372	 -0.395	 -0.060
       0:08.376	 -0.745	  0.025
       0:08.380	 -0.220	  0.070
       0:08.384	  0.185	  0.020
       0:08.388	 -0.240	  0.030
       0:08.392	 -0.690	  0.120
       0:08.396	 -0.215	  0.185
       0:08.400	  0.270	  0.135
       0:08.404	 -0.105	  0.120
       0:08.408	 -0.600	  0.215
       0:08.412	 -0.175	  0.260
       0:08.416	  0.300	  0.250
       0:08.420	 -0.070	  0.230
       0:08.424	 -0.565	  0.280
       0:08.428	 -0.210	  0.310
       0:08.432	  0.345	  0.270
       0:08.436	 -0.005	  0.230
       0:08.440	 -0.515	  0.275
       0:08.444	 -0.200	  0.305
       0:08.448	  0.310	  0.255
       0:08.452	  0.015	  0.250
       0:08.456	 -0.585	  0.200
       0:08.460	 -0.335	  0.255
       0:08.464	  0.205	  0.195
       0:08.468	 -0.085	  0.135
       0:08.472	 -0.650	  0.095
       0:08.476	 -0.480	  0.115
       0:08.480	  0.150	  0.035
       0:08.484	 -0.110	 -0.050
       0:08.488	 -0.755	 -0.040
       0:08.492	 -0.585	 -0.040
       0:08.496	  0.000	 -0.120
       0:08.500	 -0.130	 -0.220
       0:08.504	 -0.790	 -0.215
       0:08.508	 -0.690	 -0.200
       0:08.512	 -0.080	 -0.215
       0:08.516	 -0.115	 -0.315
       0:08.520	 -0.755	 -0.320
       0:08.524	 -0.750	 -0.240
       0:08.528	 -0.110	 -0.295
       0:08.532	  0.000	 -0.335
       0:08.536	 -0.645	 -0.335
       0:08.540	 -0.815	 -0.250
       0:08.544	 -0.175	 -0.305
       0:08.548	  0.015	 -0.330
       0:08.552	 -0.625	 -0.355
       0:08.556	 -0.830	 -0.290
       0:08.560	 -0.210	 -0.265
       0:08.564	  0.030	 -0.335
       0:08.568	 -0.540	 -0.375
       0:08.572	 -0.785	 -0.290
       0:08.576	 -0.225	 -0.250
       0:08.580	  0.000	 -0.360
       0:08.584	 -0.610	 -0.360
       0:08.588	 -0.805	 -0.290
       0:08.592	 -0.200	 -0.270
       0:08.596	  0.040	 -0.375
       0:08.600	 -0.575	 -0.360
       0:08.604	 -0.800	 -0.295
       0:08.608	 -0.220	 -0.310
       0:08.612	  0.020	 -0.360
       0:08.616	 -0.565	 -0.380
       0:08.620	 -0.830	 -0.300
       0:08.624	 -0.285	 -0.295
       0:08.628	  0.040	 -0.350
       0:08.632	 -0.490	 -0.385
       0:08.636	 -0.875	 -0.320
       0:08.640	 -0.410	 -0.295
       0:08.644	  0.070	 -0.360
       0:08.648	 -0.335	 -0.390
       0:08.652	 -0.825	 -0.340
       0:08.656	 -0.470	 -0.315
       0:08.660	  0.040	 -0.400
       0:08.664	 -0.260	 -0.430
       0:08.668	 -0.880	 -0.355
       0:08.672	 -0.615	 -0.305
       0:08.676	 -0.020	 -0.350
       0:08.680	 -0.210	 -0.410
       0:08.684	 -0.820	 -0.385
       0:08.688	 -0.630	 -0.320
       0:08.692	 -0.045	 -0.380
       0:08.696	 -0.240	 -0.420
       0:08.700	 -0.810	 -0.390
       0:08.704	 -0.620	 -0.340
       0:08.708	 -0.060	 -0.385
       0:08.712	 -0.210	 -0.445
       0:08.716	 -0.815	 -0.395
       0:08.720	 -0.655	 -0.345
       0:08.724	 -0.060	 -0.370
       0:08.728	 -0.215	 -0.425
       0:08.732	 -0.845	 -0.395
       0:08.736	 -0.700	 -0.310
       0:08.740	 -0.100	 -0.350
       0:08.744	 -0.150	 -0.415
       0:08.748	 -0.800	 -0.425
       0:08.752	 -0.750	 -0.355
       0:08.756	 -0.125	 -0.340
       0:08.760	 -0.085	 -0.415
       0:08.764	 -0.735	 -0.390
       0:08.768	 -0.845	 -0.385
       0:08.772	 -0.220	 -0.350
       0:08.776	  0.020	 -0.400
       0:08.780	 -0.530	 -0.395
       0:08.784	 -0.835	 -0.330
       0:08.788	 -0.290	 -0.280
       0:08.792	  0.065	 -0.310
       0:08.796	 -0.385	 -0.265
       0:08.800	 -0.810	 -0.170
       0:08.804	 -0.340	 -0.130
       0:08.808	  0.150	 -0.140
       0:08.812	 -0.235	 -0.160
       0:08.816	 -0.750	 -0.145
       0:08.820	 -0.345	 -0.190
       0:08.824	  0.135	 -0.285
       0:08.828	 -0.330	 -0.345
       0:08.832	 -0.800	 -0.390
       0:08.836	 -0.400	 -0.465
       0:08.840	  0.015	 -0.515
       0:08.844	 -0.415	 -0.495
       0:08.848	 -0.855	 -0.450
       0:08.852	 -0.455	 -0.400
       0:08.856	 -0.025	 -0.470
       0:08.860	 -0.460	 -0.495
       0:08.864	 -0.980	 -0.445
       0:08.868	 -0.595	 -0.380
       0:08.872	 -0.070	 -0.465
       0:08.876	 -0.455	 -0.495
       0:08.880	 -1.025	 -0.505
       0:08.884	 -0.710	 -0.450
       0:08.888	 -0.120	 -0.490
       0:08.892	 -0.345	 -0.575
       0:08.896	 -0.940	 -0.505
       0:08.900	 -0.760	 -0.415
       0:08.904	 -0.140	 -0.460
       0:08.908	 -0.260	 -0.525
       0:08.912	 -0.900	 -0.480
       0:08.916	 -0.810	 -0.395
       0:08.920	 -0.155	 -0.420
       0:08.924	 -0.240	 -0.455
       0:08.928	 -0.915	 -0.420
       0:08.932	 -0.965	 -0.165
       0:08.936	 -0.180	  0.060
       0:08.940	  0.030	  0.060
       0:08.944	 -0.295	 -0.015
       0:08.948	  0.090	  0.175
       0:08.952	  1.080	  0.475
       0:08.956	  1.440	 -0.065
       0:08.960	  0.915	 -0.850
       0:08.964	  0.405	 -1.345
       0:08.968	  0.250	 -1.605
       0:08.972	 -0.260	 -2.030
       0:08.976	 -1.275	 -2.330
       0:08.980	 -1.565	 -2.540
       0:08.984	 -0.700	 -2.540
       0:08.988	 -0.450	 -2.325
       0:08.992	 -0.975	 -1.830
       0:08.996	 -0.905	 -1.215
       0:09.000	 -0.150	 -0.820
       0:09.004	 -0.110	 -0.525
       0:09.008	 -0.795	 -0.335
       0:09.012	 -0.880	 -0.225
       0:09.016	 -0.215	 -0.240
       0:09.020	 -0.135	 -0.300
       0:09.024	 -0.775	 -0.250
       0:09.028	 -0.880	 -0.230
       0:09.032	 -0.250	 -0.215
       0:09.036	 -0.070	 -0.295
       0:09.040	 -0.670	 -0.295
       0:09.044	 -0.900	 -0.220
       0:09.048	 -0.325	 -0.225
       0:09.052	 -0.040	 -0.285
       0:09.056	 -0.585	 -0.290
       0:09.060	 -0.930	 -0.215
       0:09.064	 -0.375	 -0.215
