   Elapsed time	     V5	     V2
       0:14.144	 -0.305	 -0.095
       0:14.147	 -0.300	 -0.080
       0:14.150	 -0.285	 -0.090
       0:14.153	 -0.315	 -0.095
       0:14.156	 -0.310	 -0.110
       0:14.158	 -0.330	 -0.115
       0:14.161	 -0.315	 -0.110
       0:14.164	 -0.315	 -0.110
       0:14.167	 -0.300	 -0.115
       0:14.169	 -0.300	 -0.125
       0:14.172	 -0.310	 -0.140
       0:14.175	 -0.325	 -0.135
       0:14.178	 -0.320	 -0.140
       0:14.181	 -0.325	 -0.120
       0:14.183	 -0.335	 -0.135
       0:14.186	 -0.345	 -0.140
       0:14.189	 -0.360	 -0.135
       0:14.192	 -0.365	 -0.145
       0:14.194	 -0.355	 -0.140
       0:14.197	 -0.320	 -0.130
       0:14.200	 -0.300	 -0.130
       0:14.203	 -0.290	 -0.135
       0:14.206	 -0.295	 -0.140
       0:14.208	 -0.305	 -0.155
       0:14.211	 -0.305	 -0.140
       0:14.214	 -0.300	 -0.145
       0:14.217	 -0.290	 -0.135
       0:14.219	 -0.310	 -0.150
       0:14.222	 -0.310	 -0.155
       0:14.225	 -0.305	 -0.155
       0:14.228	 -0.300	 -0.150
       0:14.231	 -0.285	 -0.125
       0:14.233	 -0.295	 -0.115
       0:14.236	 -0.305	 -0.120
       0:14.239	 -0.310	 -0.120
       0:14.242	 -0.325	 -0.105
       0:14.244	 -0.335	 -0.100
       0:14.247	 -0.310	 -0.090
       0:14.250	 -0.300	 -0.100
       0:14.253	 -0.310	 -0.100
       0:14.256	 -0.315	 -0.105
       0:14.258	 -0.320	 -0.120
       0:14.261	 -0.330	 -0.115
       0:14.264	 -0.310	 -0.100
       0:14.267	 -0.295	 -0.105
       0:14.269	 -0.290	 -0.115
       0:14.272	 -0.285	 -0.115
       0:14.275	 -0.295	 -0.130
       0:14.278	 -0.270	 -0.125
       0:14.281	 -0.255	 -0.110
       0:14.283	 -0.235	 -0.130
       0:14.286	 -0.240	 -0.155
       0:14.289	 -0.245	 -0.165
       0:14.292	 -0.235	 -0.180
       0:14.294	 -0.230	 -0.170
       0:14.297	 -0.205	 -0.175
       0:14.300	 -0.205	 -0.180
       0:14.303	 -0.215	 -0.190
       0:14.306	 -0.220	 -0.195
       0:14.308	 -0.230	 -0.200
       0:14.311	 -0.220	 -0.185
       0:14.314	 -0.215	 -0.175
       0:14.317	 -0.200	 -0.155
       0:14.319	 -0.200	 -0.105
       0:14.322	 -0.195	  0.050
       0:14.325	 -0.185	  0.405
       0:14.328	 -0.150	  0.805
       0:14.331	 -0.085	  0.910
       0:14.333	 -0.010	  0.685
       0:14.336	  0.195	  0.430
       0:14.339	  0.550	  0.305
       0:14.342	  0.865	  0.255
       0:14.344	  0.890	  0.220
       0:14.347	  0.610	  0.165
       0:14.350	  0.330	  0.105
       0:14.353	  0.185	  0.020
       0:14.356	  0.165	 -0.085
       0:14.358	  0.155	 -0.215
       0:14.361	  0.180	 -0.355
       0:14.364	  0.185	 -0.510
       0:14.367	  0.190	 -0.720
       0:14.369	  0.205	 -0.940
       0:14.372	  0.190	 -1.145
       0:14.375	  0.205	 -1.320
       0:14.378	  0.215	 -1.450
       0:14.381	  0.225	 -1.580
       0:14.383	  0.230	 -1.725
       0:14.386	  0.230	 -1.915
       0:14.389	  0.245	 -2.120
       0:14.392	  0.245	 -2.305
       0:14.394	  0.250	 -2.440
       0:14.397	  0.260	 -2.540
       0:14.400	  0.240	 -2.640
       0:14.403	  0.215	 -2.715
       0:14.406	  0.180	 -2.825
       0:14.408	  0.140	 -2.905
       0:14.411	  0.110	 -2.955
       0:14.414	  0.070	 -2.995
       0:14.417	  0.015	 -3.045
       0:14.419	 -0.045	 -3.095
       0:14.422	 -0.135	 -3.145
       0:14.425	 -0.250	 -3.145
       0:14.428	 -0.360	 -3.160
       0:14.431	 -0.440	 -3.170
       0:14.433	 -0.475	 -3.180
       0:14.436	 -0.470	 -3.185
       0:14.439	 -0.450	 -3.195
       0:14.442	 -0.445	 -3.155
       0:14.444	 -0.435	 -3.105
       0:14.447	 -0.445	 -3.015
       0:14.450	 -0.460	 -2.900
       0:14.453	 -0.490	 -2.765
       0:14.456	 -0.520	 -2.630
       0:14.458	 -0.515	 -2.455
       0:14.461	 -0.505	 -2.250
       0:14.464	 -0.470	 -2.015
       0:14.467	 -0.425	 -1.785
       0:14.469	 -0.400	 -1.555
       0:14.472	 -0.370	 -1.315
       0:14.475	 -0.370	 -1.055
       0:14.478	 -0.365	 -0.820
       0:14.481	 -0.380	 -0.610
       0:14.483	 -0.375	 -0.410
       0:14.486	 -0.385	 -0.220
       0:14.489	 -0.390	 -0.050
       0:14.492	 -0.390	  0.120
       0:14.494	 -0.390	  0.280
       0:14.497	 -0.370	  0.425
       0:14.500	 -0.360	  0.530
       0:14.503	 -0.360	  0.630
       0:14.506	 -0.360	  0.675
       0:14.508	 -0.355	  0.730
       0:14.511	 -0.345	  0.780
       0:14.514	 -0.335	  0.840
       0:14.517	 -0.320	  0.885
       0:14.519	 -0.315	  0.925
       0:14.522	 -0.320	  0.955
       0:14.525	 -0.330	  0.985
       0:14.528	 -0.315	  1.035
       0:14.531	 -0.305	  1.080
       0:14.533	 -0.290	  1.115
       0:14.536	 -0.285	  1.140
       0:14.539	 -0.290	  1.170
       0:14.542	 -0.305	  1.200
       0:14.544	 -0.295	  1.255
       0:14.547	 -0.280	  1.290
       0:14.550	 -0.260	  1.325
       0:14.553	 -0.260	  1.365
       0:14.556	 -0.265	  1.400
       0:14.558	 -0.275	  1.430
       0:14.561	 -0.270	  1.485
       0:14.564	 -0.250	  1.530
       0:14.567	 -0.245	  1.575
       0:14.569	 -0.245	  1.595
       0:14.572	 -0.250	  1.625
       0:14.575	 -0.265	  1.665
       0:14.578	 -0.250	  1.710
       0:14.581	 -0.235	  1.745
       0:14.583	 -0.225	  1.790
       0:14.586	 -0.225	  1.815
       0:14.589	 -0.230	  1.840
       0:14.592	 -0.240	  1.870
       0:14.594	 -0.225	  1.910
       0:14.597	 -0.220	  1.950
       0:14.600	 -0.215	  1.975
       0:14.603	 -0.215	  1.980
       0:14.606	 -0.215	  1.990
       0:14.608	 -0.220	  2.000
       0:14.611	 -0.195	  2.020
       0:14.614	 -0.205	  2.045
       0:14.617	 -0.185	  2.035
       0:14.619	 -0.175	  2.020
       0:14.622	 -0.180	  2.020
       0:14.625	 -0.175	  1.995
       0:14.628	 -0.165	  2.000
       0:14.631	 -0.155	  1.995
       0:14.633	 -0.150	  1.955
       0:14.636	 -0.140	  1.915
       0:14.639	 -0.145	  1.875
       0:14.642	 -0.140	  1.825
       0:14.644	 -0.145	  1.795
       0:14.647	 -0.125	  1.745
       0:14.650	 -0.115	  1.685
       0:14.653	 -0.125	  1.635
       0:14.656	 -0.130	  1.575
       0:14.658	 -0.135	  1.505
       0:14.661	 -0.135	  1.460
       0:14.664	 -0.115	  1.410
       0:14.667	 -0.120	  1.330
       0:14.669	 -0.130	  1.255
       0:14.672	 -0.130	  1.185
       0:14.675	 -0.150	  1.115
       0:14.678	 -0.150	  1.065
       0:14.681	 -0.135	  1.025
       0:14.683	 -0.135	  0.950
       0:14.686	 -0.150	  0.885
       0:14.689	 -0.155	  0.830
       0:14.692	 -0.160	  0.770
       0:14.694	 -0.175	  0.705
       0:14.697	 -0.160	  0.670
       0:14.700	 -0.165	  0.620
       0:14.703	 -0.175	  0.560
       0:14.706	 -0.195	  0.525
       0:14.708	 -0.205	  0.455
       0:14.711	 -0.195	  0.425
       0:14.714	 -0.195	  0.405
       0:14.717	 -0.205	  0.360
       0:14.719	 -0.215	  0.305
       0:14.722	 -0.225	  0.280
       0:14.725	 -0.255	  0.250
       0:14.728	 -0.245	  0.240
       0:14.731	 -0.240	  0.210
       0:14.733	 -0.235	  0.185
       0:14.736	 -0.245	  0.160
       0:14.739	 -0.250	  0.125
       0:14.742	 -0.265	  0.120
       0:14.744	 -0.265	  0.115
       0:14.747	 -0.260	  0.100
       0:14.750	 -0.250	  0.090
       0:14.753	 -0.255	  0.060
       0:14.756	 -0.270	  0.040
       0:14.758	 -0.285	  0.030
       0:14.761	 -0.285	  0.025
       0:14.764	 -0.285	  0.025
       0:14.767	 -0.275	  0.015
       0:14.769	 -0.285	  0.015
       0:14.772	 -0.280	 -0.005
       0:14.775	 -0.300	 -0.015
       0:14.778	 -0.295	 -0.010
       0:14.781	 -0.285	 -0.010
       0:14.783	 -0.285	 -0.010
       0:14.786	 -0.290	 -0.025
       0:14.789	 -0.300	 -0.030
       0:14.792	 -0.310	 -0.025
       0:14.794	 -0.310	 -0.015
       0:14.797	 -0.280	 -0.020
       0:14.800	 -0.285	 -0.025
       0:14.803	 -0.295	 -0.030
       0:14.806	 -0.300	 -0.040
       0:14.808	 -0.300	 -0.030
       0:14.811	 -0.305	 -0.025
       0:14.814	 -0.290	 -0.010
       0:14.817	 -0.280	 -0.020
       0:14.819	 -0.290	 -0.030
       0:14.822	 -0.300	 -0.045
       0:14.825	 -0.300	 -0.025
       0:14.828	 -0.295	 -0.015
       0:14.831	 -0.290	 -0.005
       0:14.833	 -0.295	 -0.010
       0:14.836	 -0.290	 -0.010
       0:14.839	 -0.300	 -0.010
       0:14.842	 -0.305	 -0.005
       0:14.844	 -0.300	  0.010
       0:14.847	 -0.285	  0.010
       0:14.850	 -0.280	  0.000
       0:14.853	 -0.290	 -0.015
       0:14.856	 -0.300	 -0.010
       0:14.858	 -0.305	  0.000
       0:14.861	 -0.300	 -0.005
       0:14.864	 -0.290	  0.020
       0:14.867	 -0.285	  0.010
       0:14.869	 -0.290	  0.005
       0:14.872	 -0.305	 -0.005
       0:14.875	 -0.315	  0.000
       0:14.878	 -0.300	  0.010
       0:14.881	 -0.290	  0.020
       0:14.883	 -0.295	  0.015
       0:14.886	 -0.300	  0.010
       0:14.889	 -0.300	 -0.005
       0:14.892	 -0.320	 -0.020
       0:14.894	 -0.315	 -0.005
       0:14.897	 -0.300	  0.005
       0:14.900	 -0.290	 -0.005
       0:14.903	 -0.295	 -0.015
       0:14.906	 -0.315	 -0.015
       0:14.908	 -0.320	 -0.020
       0:14.911	 -0.310	 -0.020
       0:14.914	 -0.310	 -0.010
       0:14.917	 -0.300	 -0.035
       0:14.919	 -0.310	 -0.030
       0:14.922	 -0.325	 -0.030
       0:14.925	 -0.335	 -0.040
       0:14.928	 -0.325	 -0.040
       0:14.931	 -0.325	 -0.040
       0:14.933	 -0.325	 -0.050
       0:14.936	 -0.320	 -0.055
       0:14.939	 -0.325	 -0.065
       0:14.942	 -0.345	 -0.080
       0:14.944	 -0.340	 -0.070
       0:14.947	 -0.335	 -0.070
       0:14.950	 -0.325	 -0.070
       0:14.953	 -0.330	 -0.090
       0:14.956	 -0.340	 -0.105
       0:14.958	 -0.355	 -0.100
       0:14.961	 -0.345	 -0.100
       0:14.964	 -0.350	 -0.095
       0:14.967	 -0.345	 -0.090
       0:14.969	 -0.350	 -0.120
       0:14.972	 -0.360	 -0.125
       0:14.975	 -0.365	 -0.125
       0:14.978	 -0.360	 -0.120
       0:14.981	 -0.360	 -0.110
       0:14.983	 -0.350	 -0.120
       0:14.986	 -0.355	 -0.125
       0:14.989	 -0.370	 -0.140
       0:14.992	 -0.375	 -0.140
       0:14.994	 -0.365	 -0.135
       0:14.997	 -0.365	 -0.140
       0:15.000	 -0.365	 -0.130
       0:15.003	 -0.360	 -0.155
       0:15.006	 -0.375	 -0.160
       0:15.008	 -0.380	 -0.150
       0:15.011	 -0.380	 -0.140
       0:15.014	 -0.370	 -0.135
       0:15.017	 -0.355	 -0.150
       0:15.019	 -0.365	 -0.155
       0:15.022	 -0.380	 -0.160
       0:15.025	 -0.375	 -0.160
       0:15.028	 -0.370	 -0.160
       0:15.031	 -0.370	 -0.155
       0:15.033	 -0.355	 -0.150
       0:15.036	 -0.370	 -0.165
       0:15.039	 -0.375	 -0.170
       0:15.042	 -0.385	 -0.170
       0:15.044	 -0.365	 -0.160
       0:15.047	 -0.370	 -0.160
       0:15.050	 -0.370	 -0.170
       0:15.053	 -0.355	 -0.185
       0:15.056	 -0.385	 -0.185
       0:15.058	 -0.395	 -0.180
       0:15.061	 -0.375	 -0.175
       0:15.064	 -0.375	 -0.170
       0:15.067	 -0.370	 -0.180
       0:15.069	 -0.360	 -0.180
       0:15.072	 -0.380	 -0.185
       0:15.075	 -0.380	 -0.190
       0:15.078	 -0.385	 -0.175
       0:15.081	 -0.375	 -0.165
       0:15.083	 -0.375	 -0.180
       0:15.086	 -0.370	 -0.185
       0:15.089	 -0.380	 -0.200
       0:15.092	 -0.380	 -0.195
       0:15.094	 -0.375	 -0.190
       0:15.097	 -0.380	 -0.175
       0:15.100	 -0.365	 -0.185
       0:15.103	 -0.370	 -0.190
       0:15.106	 -0.375	 -0.190
       0:15.108	 -0.385	 -0.200
       0:15.111	 -0.370	 -0.190
       0:15.114	 -0.375	 -0.170
       0:15.117	 -0.365	 -0.175
       0:15.119	 -0.370	 -0.190
       0:15.122	 -0.385	 -0.180
       0:15.125	 -0.380	 -0.180
       0:15.128	 -0.380	 -0.175
       0:15.131	 -0.365	 -0.160
       0:15.133	 -0.355	 -0.150
       0:15.136	 -0.355	 -0.145
       0:15.139	 -0.355	 -0.150
       0:15.142	 -0.375	 -0.150
       0:15.144	 -0.370	 -0.120
       0:15.147	 -0.360	 -0.095
       0:15.150	 -0.360	 -0.090
       0:15.153	 -0.355	 -0.095
       0:15.156	 -0.350	 -0.060
       0:15.158	 -0.365	  0.020
       0:15.161	 -0.345	  0.275
       0:15.164	 -0.280	  0.660
       0:15.167	 -0.220	  0.895
       0:15.169	 -0.135	  0.800
       0:15.172	  0.030	  0.540
       0:15.175	  0.365	  0.380
       0:15.178	  0.755	  0.320
       0:15.181	  0.895	  0.280
       0:15.183	  0.665	  0.220
       0:15.186	  0.315	  0.135
       0:15.189	  0.110	  0.040
       0:15.192	  0.060	 -0.080
       0:15.194	  0.085	 -0.235
       0:15.197	  0.130	 -0.390
       0:15.200	  0.135	 -0.595
       0:15.203	  0.125	 -0.845
       0:15.206	  0.120	 -1.090
       0:15.208	  0.120	 -1.295
       0:15.211	  0.150	 -1.460
       0:15.214	  0.175	 -1.600
       0:15.217	  0.160	 -1.740
       0:15.219	  0.140	 -1.890
       0:15.222	  0.095	 -2.055
       0:15.225	  0.085	 -2.225
       0:15.228	  0.095	 -2.405
       0:15.231	  0.085	 -2.565
       0:15.233	  0.060	 -2.695
       0:15.236	  0.005	 -2.790
       0:15.239	 -0.045	 -2.885
       0:15.242	 -0.090	 -2.985
       0:15.244	 -0.135	 -3.080
       0:15.247	 -0.190	 -3.115
       0:15.250	 -0.235	 -3.145
       0:15.253	 -0.300	 -3.180
       0:15.256	 -0.355	 -3.210
       0:15.258	 -0.415	 -3.230
       0:15.261	 -0.475	 -3.235
       0:15.264	 -0.555	 -3.230
       0:15.267	 -0.615	 -3.230
       0:15.269	 -0.630	 -3.240
       0:15.272	 -0.610	 -3.235
       0:15.275	 -0.570	 -3.215
       0:15.278	 -0.510	 -3.165
       0:15.281	 -0.450	 -3.110
       0:15.283	 -0.425	 -3.035
       0:15.286	 -0.420	 -2.925
       0:15.289	 -0.435	 -2.810
       0:15.292	 -0.460	 -2.675
       0:15.294	 -0.465	 -2.525
       0:15.297	 -0.450	 -2.330
       0:15.300	 -0.445	 -2.125
       0:15.303	 -0.435	 -1.910
       0:15.306	 -0.425	 -1.675
       0:15.308	 -0.405	 -1.440
       0:15.311	 -0.390	 -1.185
       0:15.314	 -0.395	 -0.960
       0:15.317	 -0.405	 -0.770
       0:15.319	 -0.435	 -0.570
       0:15.322	 -0.450	 -0.395
       0:15.325	 -0.465	 -0.210
       0:15.328	 -0.450	 -0.040
       0:15.331	 -0.455	  0.135
       0:15.333	 -0.455	  0.280
       0:15.336	 -0.470	  0.415
       0:15.339	 -0.465	  0.505
       0:15.342	 -0.460	  0.590
       0:15.344	 -0.445	  0.680
       0:15.347	 -0.435	  0.730
       0:15.350	 -0.435	  0.785
       0:15.353	 -0.430	  0.810
       0:15.356	 -0.435	  0.845
       0:15.358	 -0.435	  0.890
       0:15.361	 -0.425	  0.930
       0:15.364	 -0.410	  0.990
       0:15.367	 -0.410	  1.030
       0:15.369	 -0.405	  1.045
       0:15.372	 -0.415	  1.085
       0:15.375	 -0.415	  1.105
       0:15.378	 -0.400	  1.155
       0:15.381	 -0.390	  1.205
       0:15.383	 -0.390	  1.240
       0:15.386	 -0.385	  1.265
       0:15.389	 -0.390	  1.285
       0:15.392	 -0.390	  1.320
       0:15.394	 -0.385	  1.380
       0:15.397	 -0.375	  1.410
       0:15.400	 -0.370	  1.455
       0:15.403	 -0.380	  1.485
       0:15.406	 -0.380	  1.510
       0:15.408	 -0.375	  1.550
       0:15.411	 -0.370	  1.590
       0:15.414	 -0.360	  1.645
       0:15.417	 -0.350	  1.665
       0:15.419	 -0.345	  1.675
       0:15.422	 -0.350	  1.715
       0:15.425	 -0.360	  1.740
       0:15.428	 -0.350	  1.790
       0:15.431	 -0.345	  1.820
       0:15.433	 -0.330	  1.855
       0:15.436	 -0.335	  1.880
       0:15.439	 -0.340	  1.890
       0:15.442	 -0.345	  1.915
       0:15.444	 -0.330	  1.945
       0:15.447	 -0.315	  1.980
       0:15.450	 -0.310	  1.995
       0:15.453	 -0.305	  1.990
       0:15.456	 -0.310	  2.000
       0:15.458	 -0.315	  1.995
       0:15.461	 -0.300	  2.015
       0:15.464	 -0.280	  2.020
       0:15.467	 -0.275	  2.010
       0:15.469	 -0.275	  1.980
       0:15.472	 -0.265	  1.965
       0:15.475	 -0.275	  1.945
       0:15.478	 -0.265	  1.935
       0:15.481	 -0.250	  1.920
       0:15.483	 -0.240	  1.870
       0:15.486	 -0.240	  1.815
       0:15.489	 -0.250	  1.765
       0:15.492	 -0.250	  1.725
       0:15.494	 -0.245	  1.690
       0:15.497	 -0.230	  1.640
       0:15.500	 -0.225	  1.585
       0:15.503	 -0.230	  1.515
       0:15.506	 -0.230	  1.450
       0:15.508	 -0.235	  1.390
       0:15.511	 -0.225	  1.335
       0:15.514	 -0.220	  1.290
       0:15.517	 -0.210	  1.205
       0:15.519	 -0.210	  1.140
       0:15.522	 -0.220	  1.075
       0:15.525	 -0.235	  0.990
       0:15.528	 -0.230	  0.955
       0:15.531	 -0.215	  0.910
       0:15.533	 -0.225	  0.845
       0:15.536	 -0.225	  0.780
       0:15.539	 -0.240	  0.715
       0:15.542	 -0.255	  0.660
       0:15.544	 -0.250	  0.615
       0:15.547	 -0.235	  0.585
       0:15.550	 -0.245	  0.520
       0:15.553	 -0.245	  0.480
       0:15.556	 -0.265	  0.420
       0:15.558	 -0.280	  0.370
       0:15.561	 -0.275	  0.345
       0:15.564	 -0.275	  0.330
       0:15.567	 -0.265	  0.285
       0:15.569	 -0.285	  0.245
       0:15.572	 -0.290	  0.215
       0:15.575	 -0.295	  0.190
       0:15.578	 -0.295	  0.185
       0:15.581	 -0.295	  0.165
       0:15.583	 -0.295	  0.130
       0:15.586	 -0.300	  0.105
       0:15.589	 -0.305	  0.090
       0:15.592	 -0.315	  0.055
       0:15.594	 -0.310	  0.050
       0:15.597	 -0.310	  0.055
       0:15.600	 -0.305	  0.040
       0:15.603	 -0.315	  0.020
       0:15.606	 -0.320	 -0.005
       0:15.608	 -0.330	 -0.015
       0:15.611	 -0.325	 -0.005
       0:15.614	 -0.320	  0.000
       0:15.617	 -0.320	 -0.010
       0:15.619	 -0.325	 -0.015
       0:15.622	 -0.315	 -0.020
       0:15.625	 -0.330	 -0.035
       0:15.628	 -0.325	 -0.025
       0:15.631	 -0.320	 -0.005
       0:15.633	 -0.310	 -0.015
       0:15.636	 -0.310	 -0.020
       0:15.639	 -0.320	 -0.035
       0:15.642	 -0.330	 -0.020
       0:15.644	 -0.320	 -0.010
       0:15.647	 -0.310	 -0.010
       0:15.650	 -0.315	 -0.005
       0:15.653	 -0.310	 -0.015
       0:15.656	 -0.325	 -0.020
       0:15.658	 -0.325	 -0.020
       0:15.661	 -0.320	  0.000
       0:15.664	 -0.320	  0.010
       0:15.667	 -0.310	  0.000
       0:15.669	 -0.320	  0.015
       0:15.672	 -0.320	 -0.005
       0:15.675	 -0.330	  0.000
       0:15.678	 -0.310	  0.015
       0:15.681	 -0.315	  0.030
       0:15.683	 -0.300	  0.025
       0:15.686	 -0.315	  0.015
       0:15.689	 -0.320	 -0.005
       0:15.692	 -0.325	 -0.010
       0:15.694	 -0.320	  0.010
       0:15.697	 -0.315	  0.025
       0:15.700	 -0.315	  0.015
       0:15.703	 -0.320	  0.005
       0:15.706	 -0.335	  0.000
       0:15.708	 -0.335	 -0.020
       0:15.711	 -0.345	 -0.005
       0:15.714	 -0.325	  0.015
       0:15.717	 -0.335	 -0.005
       0:15.719	 -0.335	 -0.005
       0:15.722	 -0.335	 -0.020
       0:15.725	 -0.340	 -0.020
       0:15.728	 -0.340	 -0.015
       0:15.731	 -0.330	 -0.010
       0:15.733	 -0.320	 -0.005
       0:15.736	 -0.330	 -0.030
       0:15.739	 -0.335	 -0.045
       0:15.742	 -0.350	 -0.045
       0:15.744	 -0.360	 -0.030
       0:15.747	 -0.350	 -0.030
       0:15.750	 -0.340	 -0.050
       0:15.753	 -0.340	 -0.060
       0:15.756	 -0.350	 -0.075
       0:15.758	 -0.355	 -0.095
       0:15.761	 -0.355	 -0.070
       0:15.764	 -0.345	 -0.070
       0:15.767	 -0.350	 -0.070
       0:15.769	 -0.355	 -0.090
       0:15.772	 -0.350	 -0.090
       0:15.775	 -0.370	 -0.105
       0:15.778	 -0.370	 -0.100
       0:15.781	 -0.350	 -0.100
       0:15.783	 -0.350	 -0.105
       0:15.786	 -0.355	 -0.120
       0:15.789	 -0.365	 -0.120
       0:15.792	 -0.365	 -0.130
       0:15.794	 -0.375	 -0.115
       0:15.797	 -0.370	 -0.115
       0:15.800	 -0.360	 -0.125
       0:15.803	 -0.370	 -0.135
       0:15.806	 -0.380	 -0.140
       0:15.808	 -0.390	 -0.155
       0:15.811	 -0.380	 -0.150
       0:15.814	 -0.375	 -0.145
       0:15.817	 -0.375	 -0.155
       0:15.819	 -0.375	 -0.155
       0:15.822	 -0.375	 -0.155
       0:15.825	 -0.395	 -0.165
       0:15.828	 -0.380	 -0.160
       0:15.831	 -0.370	 -0.150
       0:15.833	 -0.375	 -0.170
       0:15.836	 -0.370	 -0.170
       0:15.839	 -0.380	 -0.185
       0:15.842	 -0.390	 -0.190
       0:15.844	 -0.385	 -0.170
       0:15.847	 -0.375	 -0.180
       0:15.850	 -0.385	 -0.185
       0:15.853	 -0.380	 -0.175
       0:15.856	 -0.380	 -0.195
       0:15.858	 -0.390	 -0.195
       0:15.861	 -0.390	 -0.200
       0:15.864	 -0.380	 -0.185
       0:15.867	 -0.380	 -0.180
       0:15.869	 -0.385	 -0.190
       0:15.872	 -0.390	 -0.210
       0:15.875	 -0.400	 -0.200
       0:15.878	 -0.390	 -0.190
       0:15.881	 -0.380	 -0.185
       0:15.883	 -0.380	 -0.195
       0:15.886	 -0.375	 -0.205
       0:15.889	 -0.390	 -0.215
       0:15.892	 -0.400	 -0.205
       0:15.894	 -0.395	 -0.200
       0:15.897	 -0.385	 -0.190
       0:15.900	 -0.375	 -0.205
       0:15.903	 -0.380	 -0.210
       0:15.906	 -0.395	 -0.205
       0:15.908	 -0.405	 -0.220
       0:15.911	 -0.400	 -0.215
       0:15.914	 -0.395	 -0.190
       0:15.917	 -0.370	 -0.200
       0:15.919	 -0.395	 -0.205
       0:15.922	 -0.390	 -0.210
       0:15.925	 -0.415	 -0.220
       0:15.928	 -0.390	 -0.205
       0:15.931	 -0.390	 -0.205
       0:15.933	 -0.385	 -0.210
       0:15.936	 -0.385	 -0.205
       0:15.939	 -0.395	 -0.220
       0:15.942	 -0.400	 -0.225
       0:15.944	 -0.395	 -0.220
       0:15.947	 -0.385	 -0.205
       0:15.950	 -0.385	 -0.215
       0:15.953	 -0.380	 -0.220
       0:15.956	 -0.390	 -0.230
       0:15.958	 -0.400	 -0.225
       0:15.961	 -0.390	 -0.220
       0:15.964	 -0.385	 -0.195
       0:15.967	 -0.375	 -0.220
       0:15.969	 -0.380	 -0.220
       0:15.972	 -0.385	 -0.220
       0:15.975	 -0.390	 -0.220
       0:15.978	 -0.380	 -0.205
       0:15.981	 -0.375	 -0.210
       0:15.983	 -0.365	 -0.205
       0:15.986	 -0.365	 -0.200
       0:15.989	 -0.360	 -0.205
       0:15.992	 -0.370	 -0.195
       0:15.994	 -0.365	 -0.145
       0:15.997	 -0.330	 -0.075
       0:16.000	 -0.340	  0.105
       0:16.003	 -0.305	  0.470
       0:16.006	 -0.270	  0.765
       0:16.008	 -0.225	  0.730
       0:16.011	 -0.110	  0.500
       0:16.014	  0.155	  0.340
       0:16.017	  0.525	  0.265
       0:16.019	  0.730	  0.210
       0:16.022	  0.630	  0.165
       0:16.025	  0.325	  0.095
       0:16.028	  0.115	  0.035
       0:16.031	  0.040	 -0.055
       0:16.033	  0.050	 -0.200
       0:16.036	  0.055	 -0.355
       0:16.039	  0.050	 -0.510
       0:16.042	  0.045	 -0.690
       0:16.044	  0.040	 -0.900
       0:16.047	  0.050	 -1.105
       0:16.050	  0.060	 -1.315
       0:16.053	  0.070	 -1.470
       0:16.056	  0.085	 -1.630
       0:16.058	  0.060	 -1.785
       0:16.061	  0.055	 -1.940
       0:16.064	  0.055	 -2.125
       0:16.067	  0.045	 -2.365
       0:16.069	  0.045	 -2.565
       0:16.072	  0.025	 -2.720
       0:16.075	 -0.010	 -2.825
       0:16.078	 -0.030	 -2.910
       0:16.081	 -0.045	 -2.990
       0:16.083	 -0.090	 -3.085
       0:16.086	 -0.130	 -3.150
       0:16.089	 -0.195	 -3.180
       0:16.092	 -0.260	 -3.210
       0:16.094	 -0.310	 -3.210
       0:16.097	 -0.370	 -3.215
       0:16.100	 -0.445	 -3.245
       0:16.103	 -0.540	 -3.250
       0:16.106	 -0.630	 -3.265
       0:16.108	 -0.690	 -3.255
       0:16.111	 -0.680	 -3.245
       0:16.114	 -0.635	 -3.225
       0:16.117	 -0.590	 -3.220
       0:16.119	 -0.555	 -3.205
       0:16.122	 -0.530	 -3.170
       0:16.125	 -0.515	 -3.090
       0:16.128	 -0.505	 -3.000
       0:16.131	 -0.495	 -2.870
       0:16.133	 -0.485	 -2.730
       0:16.136	 -0.475	 -2.585
       0:16.139	 -0.480	 -2.400
       0:16.142	 -0.470	 -2.195
       0:16.144	 -0.450	 -1.980
       0:16.147	 -0.425	 -1.750
       0:16.150	 -0.375	 -1.510
       0:16.153	 -0.365	 -1.300
       0:16.156	 -0.370	 -1.095
       0:16.158	 -0.395	 -0.890
       0:16.161	 -0.415	 -0.690
       0:16.164	 -0.405	 -0.510
       0:16.167	 -0.415	 -0.320
       0:16.169	 -0.430	 -0.145
       0:16.172	 -0.445	  0.015
       0:16.175	 -0.470	  0.165
       0:16.178	 -0.465	  0.330
       0:16.181	 -0.440	  0.460
       0:16.183	 -0.440	  0.545
       0:16.186	 -0.445	  0.625
       0:16.189	 -0.440	  0.675
       0:16.192	 -0.445	  0.720
       0:16.194	 -0.435	  0.770
       0:16.197	 -0.430	  0.815
       0:16.200	 -0.415	  0.850
       0:16.203	 -0.430	  0.885
       0:16.206	 -0.425	  0.905
       0:16.208	 -0.435	  0.940
       0:16.211	 -0.425	  0.975
       0:16.214	 -0.420	  1.025
       0:16.217	 -0.405	  1.055
       0:16.219	 -0.415	  1.060
       0:16.222	 -0.410	  1.085
       0:16.225	 -0.415	  1.120
       0:16.228	 -0.395	  1.160
       0:16.231	 -0.400	  1.195
       0:16.233	 -0.395	  1.215
       0:16.236	 -0.400	  1.240
       0:16.239	 -0.415	  1.270
