   Elapsed time	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
       0:04.377	  2.408	  1.595	 -3.422	 -3.412	  1.546	 -1.232	  1.062	 -0.007	 -0.657	  0.474	  2.487	-107.082
       0:04.381	  2.343	  1.667	 -3.284	 -3.415	  1.444	 -1.127	  1.020	 -0.092	 -0.690	  0.477	  2.526	-107.082
       0:04.385	  2.346	  1.722	 -3.232	 -3.444	  1.418	 -1.075	  0.928	 -0.206	 -0.771	  0.422	  2.533	-107.082
       0:04.389	  2.359	  1.761	 -3.206	 -3.471	  1.412	 -1.042	  0.886	 -0.297	 -0.856	  0.356	  2.520	-107.082
       0:04.393	  2.320	  1.771	 -3.157	 -3.458	  1.369	 -1.013	  0.895	 -0.317	 -0.866	  0.359	  2.520	-107.082
       0:04.397	  2.271	  1.778	 -3.101	 -3.435	  1.317	 -0.980	  0.931	 -0.288	 -0.830	  0.395	  2.529	-107.082
       0:04.401	  2.209	  1.791	 -3.026	 -3.412	  1.248	 -0.938	  0.964	 -0.265	 -0.804	  0.425	  2.552	-107.082
       0:04.405	  2.147	  1.775	 -2.980	 -3.373	  1.193	 -0.922	  0.990	 -0.252	 -0.788	  0.438	  2.578	-107.082
       0:04.409	  2.137	  1.788	 -2.958	 -3.373	  1.176	 -0.905	  1.000	 -0.252	 -0.791	  0.438	  2.582	-107.082
       0:04.412	  2.170	  1.814	 -2.964	 -3.402	  1.196	 -0.895	  0.997	 -0.252	 -0.788	  0.435	  2.578	-107.082
       0:04.416	  2.209	  1.820	 -2.997	 -3.425	  1.232	 -0.908	  0.980	 -0.265	 -0.797	  0.428	  2.565	-107.082
       0:04.420	  2.222	  1.810	 -3.020	 -3.428	  1.252	 -0.925	  0.971	 -0.278	 -0.804	  0.425	  2.559	-107.082
       0:04.424	  2.173	  1.801	 -2.980	 -3.399	  1.206	 -0.908	  0.990	 -0.265	 -0.794	  0.435	  2.562	-107.082
       0:04.428	  2.134	  1.814	 -2.928	 -3.386	  1.160	 -0.876	  1.010	 -0.245	 -0.775	  0.451	  2.575	-107.082
       0:04.432	  2.147	  1.820	 -2.935	 -3.395	  1.170	 -0.876	  1.007	 -0.245	 -0.771	  0.458	  2.585	-107.082
       0:04.436	  2.180	  1.817	 -2.971	 -3.408	  1.206	 -0.895	  0.990	 -0.258	 -0.781	  0.451	  2.582	-107.082
       0:04.440	  2.183	  1.807	 -2.984	 -3.405	  1.212	 -0.908	  0.977	 -0.268	 -0.788	  0.448	  2.578	-107.082
       0:04.444	  2.183	  1.817	 -2.974	 -3.412	  1.209	 -0.899	  0.974	 -0.261	 -0.784	  0.451	  2.582	-107.082
       0:04.447	  2.186	  1.827	 -2.967	 -3.418	  1.206	 -0.889	  0.980	 -0.258	 -0.778	  0.458	  2.588	-107.082
       0:04.451	  2.190	  1.843	 -2.954	 -3.428	  1.203	 -0.876	  0.990	 -0.252	 -0.771	  0.464	  2.595	-107.082
       0:04.455	  2.173	  1.850	 -2.931	 -3.422	  1.183	 -0.859	  1.000	 -0.242	 -0.758	  0.477	  2.601	-107.082
       0:04.459	  2.150	  1.850	 -2.908	 -3.412	  1.160	 -0.850	  0.997	 -0.235	 -0.755	  0.487	  2.611	-107.082
       0:04.463	  2.167	  1.850	 -2.925	 -3.418	  1.176	 -0.856	  0.980	 -0.239	 -0.755	  0.487	  2.611	-107.082
       0:04.467	  2.180	  1.853	 -2.935	 -3.428	  1.186	 -0.859	  0.971	 -0.242	 -0.755	  0.490	  2.614	-107.082
       0:04.471	  2.173	  1.846	 -2.935	 -3.422	  1.183	 -0.863	  0.964	 -0.248	 -0.755	  0.490	  2.614	-107.082
       0:04.475	  2.186	  1.850	 -2.944	 -3.428	  1.196	 -0.866	  0.971	 -0.242	 -0.748	  0.500	  2.621	-107.082
       0:04.479	  2.199	  1.853	 -2.954	 -3.438	  1.206	 -0.869	  0.967	 -0.239	 -0.745	  0.507	  2.618	-107.082
       0:04.482	  2.212	  1.859	 -2.961	 -3.448	  1.216	 -0.869	  0.971	 -0.235	 -0.739	  0.510	  2.618	-107.082
       0:04.486	  2.225	  1.876	 -2.958	 -3.461	  1.222	 -0.859	  0.967	 -0.239	 -0.739	  0.513	  2.618	-107.082
       0:04.490	  2.216	  1.889	 -2.935	 -3.464	  1.206	 -0.843	  0.971	 -0.232	 -0.725	  0.529	  2.627	-107.082
       0:04.494	  2.186	  1.882	 -2.912	 -3.444	  1.180	 -0.833	  0.971	 -0.219	 -0.716	  0.546	  2.634	-107.082
       0:04.498	  2.160	  1.866	 -2.902	 -3.425	  1.160	 -0.837	  0.971	 -0.209	 -0.703	  0.556	  2.644	-107.082
       0:04.502	  2.196	  1.895	 -2.908	 -3.458	  1.183	 -0.827	  0.971	 -0.199	 -0.690	  0.572	  2.654	-107.082
       0:04.506	  2.216	  1.931	 -2.892	 -3.484	  1.183	 -0.801	  0.967	 -0.193	 -0.676	  0.582	  2.667	-107.082
       0:04.510	  2.216	  1.938	 -2.886	 -3.487	  1.180	 -0.794	  0.954	 -0.196	 -0.673	  0.588	  2.673	-107.082
       0:04.514	  2.222	  1.908	 -2.922	 -3.477	  1.203	 -0.827	  0.954	 -0.193	 -0.670	  0.592	  2.663	-107.082
       0:04.518	  2.258	  1.935	 -2.931	 -3.507	  1.225	 -0.817	  0.958	 -0.183	 -0.657	  0.608	  2.676	-107.082
       0:04.521	  2.271	  1.958	 -2.922	 -3.526	  1.225	 -0.801	  0.954	 -0.180	 -0.644	  0.621	  2.686	-107.082
       0:04.525	  2.258	  1.938	 -2.928	 -3.510	  1.222	 -0.814	  0.941	 -0.183	 -0.644	  0.627	  2.676	-107.082
       0:04.529	  2.248	  1.938	 -2.918	 -3.503	  1.212	 -0.810	  0.931	 -0.180	 -0.634	  0.637	  2.680	-107.082
       0:04.533	  2.229	  1.925	 -2.912	 -3.487	  1.199	 -0.814	  0.928	 -0.167	 -0.618	  0.650	  2.683	-107.082
       0:04.537	  2.235	  1.931	 -2.912	 -3.493	  1.203	 -0.810	  0.922	 -0.167	 -0.611	  0.657	  2.686	-107.082
       0:04.541	  2.239	  1.944	 -2.902	 -3.503	  1.199	 -0.797	  0.925	 -0.150	 -0.592	  0.680	  2.706	-107.082
       0:04.545	  2.255	  1.971	 -2.892	 -3.523	  1.203	 -0.781	  0.928	 -0.127	 -0.562	  0.709	  2.725	-107.082
       0:04.549	  2.297	  1.993	 -2.912	 -3.556	  1.235	 -0.778	  0.922	 -0.114	 -0.542	  0.725	  2.729	-107.082
       0:04.553	  2.327	  1.997	 -2.938	 -3.572	  1.261	 -0.791	  0.895	 -0.121	 -0.536	  0.729	  2.725	-107.082
       0:04.556	  2.340	  2.016	 -2.931	 -3.588	  1.265	 -0.778	  0.889	 -0.105	 -0.513	  0.752	  2.739	-107.082
       0:04.560	  2.307	  2.026	 -2.889	 -3.578	  1.229	 -0.752	  0.899	 -0.072	 -0.474	  0.791	  2.758	-107.082
       0:04.564	  2.265	  2.029	 -2.843	 -3.559	  1.183	 -0.725	  0.905	 -0.039	 -0.441	  0.824	  2.775	-107.082
       0:04.568	  2.281	  2.026	 -2.863	 -3.565	  1.203	 -0.739	  0.899	 -0.026	 -0.428	  0.833	  2.768	-107.082
       0:04.572	  2.297	  2.033	 -2.873	 -3.575	  1.216	 -0.739	  0.892	 -0.020	 -0.415	  0.840	  2.755	-107.082
       0:04.576	  2.307	  2.023	 -2.892	 -3.575	  1.229	 -0.755	  0.879	 -0.016	 -0.405	  0.846	  2.745	-107.082
       0:04.580	  2.320	  2.033	 -2.895	 -3.588	  1.239	 -0.752	  0.886	  0.003	 -0.382	  0.869	  2.768	-107.082
       0:04.584	  2.350	  2.065	 -2.892	 -3.618	  1.252	 -0.732	  0.895	  0.033	 -0.346	  0.899	  2.801	-107.082
       0:04.588	  2.353	  2.082	 -2.879	 -3.627	  1.248	 -0.719	  0.902	  0.052	 -0.324	  0.922	  2.817	-107.082
       0:04.591	  2.363	  2.101	 -2.869	 -3.644	  1.248	 -0.703	  0.895	  0.062	 -0.310	  0.931	  2.824	-107.082
       0:04.595	  2.389	  2.111	 -2.886	 -3.660	  1.268	 -0.706	  0.886	  0.072	 -0.301	  0.941	  2.827	-107.082
       0:04.599	  2.415	  2.131	 -2.892	 -3.683	  1.284	 -0.699	  0.866	  0.065	 -0.297	  0.944	  2.820	-107.082
       0:04.603	  2.408	  2.101	 -2.915	 -3.667	  1.294	 -0.725	  0.846	  0.052	 -0.314	  0.925	  2.788	-107.082
       0:04.607	  2.389	  2.088	 -2.908	 -3.650	  1.281	 -0.729	  0.856	  0.052	 -0.317	  0.922	  2.784	-107.082
       0:04.611	  2.405	  2.108	 -2.905	 -3.667	  1.288	 -0.719	  0.863	  0.046	 -0.333	  0.912	  2.801	-107.082
       0:04.615	  2.402	  2.095	 -2.915	 -3.660	  1.291	 -0.729	  0.859	  0.016	 -0.369	  0.876	  2.794	-107.082
       0:04.619	  2.402	  2.075	 -2.935	 -3.650	  1.301	 -0.748	  0.850	 -0.026	 -0.422	  0.827	  2.765	-107.082
       0:04.623	  2.376	  2.056	 -2.928	 -3.627	  1.284	 -0.755	  0.833	 -0.078	 -0.490	  0.768	  2.742	-107.082
       0:04.626	  2.307	  2.013	 -2.902	 -3.572	  1.235	 -0.765	  0.824	 -0.134	 -0.559	  0.703	  2.719	-107.082
       0:04.630	  2.288	  1.997	 -2.899	 -3.552	  1.222	 -0.771	  0.830	 -0.176	 -0.614	  0.650	  2.696	-107.082
       0:04.634	  2.353	  2.039	 -2.922	 -3.608	  1.268	 -0.761	  0.850	 -0.190	 -0.644	  0.624	  2.699	-107.082
       0:04.638	  2.405	  2.062	 -2.951	 -3.644	  1.310	 -0.765	  0.846	 -0.216	 -0.680	  0.595	  2.690	-107.082
       0:04.642	  2.363	  2.029	 -2.941	 -3.608	  1.281	 -0.775	  0.846	 -0.248	 -0.722	  0.559	  2.667	-107.082
       0:04.646	  2.284	  1.971	 -2.922	 -3.539	  1.232	 -0.794	  0.859	 -0.265	 -0.752	  0.529	  2.637	-107.082
       0:04.650	  2.275	  1.951	 -2.931	 -3.523	  1.232	 -0.810	  0.866	 -0.288	 -0.781	  0.503	  2.608	-107.082
       0:04.654	  2.275	  1.944	 -2.938	 -3.520	  1.235	 -0.817	  0.873	 -0.291	 -0.791	  0.493	  2.608	-107.082
       0:04.658	  2.245	  1.928	 -2.925	 -3.497	  1.216	 -0.817	  0.892	 -0.284	 -0.791	  0.490	  2.608	-107.082
       0:04.661	  2.265	  1.928	 -2.944	 -3.507	  1.235	 -0.827	  0.889	 -0.301	 -0.807	  0.474	  2.608	-107.082
       0:04.665	  2.242	  1.892	 -2.958	 -3.477	  1.229	 -0.853	  0.886	 -0.317	 -0.827	  0.451	  2.588	-107.082
       0:04.669	  2.203	  1.856	 -2.954	 -3.441	  1.209	 -0.869	  0.882	 -0.327	 -0.840	  0.441	  2.582	-107.082
       0:04.673	  2.196	  1.856	 -2.948	 -3.438	  1.203	 -0.866	  0.886	 -0.330	 -0.843	  0.435	  2.578	-107.082
       0:04.677	  2.232	  1.899	 -2.941	 -3.477	  1.216	 -0.840	  0.902	 -0.314	 -0.830	  0.448	  2.595	-107.082
       0:04.681	  2.268	  1.935	 -2.941	 -3.513	  1.235	 -0.824	  0.915	 -0.301	 -0.820	  0.454	  2.608	-107.082
       0:04.685	  2.281	  1.922	 -2.967	 -3.513	  1.255	 -0.843	  0.915	 -0.301	 -0.820	  0.454	  2.608	-107.082
       0:04.689	  2.288	  1.912	 -2.984	 -3.510	  1.265	 -0.856	  0.899	 -0.320	 -0.840	  0.435	  2.592	-107.082
       0:04.693	  2.235	  1.895	 -2.948	 -3.477	  1.222	 -0.846	  0.908	 -0.310	 -0.833	  0.441	  2.601	-107.082
       0:04.696	  2.206	  1.899	 -2.915	 -3.464	  1.190	 -0.827	  0.915	 -0.304	 -0.827	  0.448	  2.605	-107.082
       0:04.700	  2.229	  1.902	 -2.935	 -3.477	  1.212	 -0.837	  0.905	 -0.314	 -0.833	  0.441	  2.595	-107.082
       0:04.704	  2.245	  1.882	 -2.971	 -3.474	  1.239	 -0.863	  0.902	 -0.327	 -0.846	  0.425	  2.559	-107.082
       0:04.708	  2.219	  1.892	 -2.935	 -3.467	  1.206	 -0.840	  0.905	 -0.320	 -0.840	  0.431	  2.562	-107.082
       0:04.712	  2.183	  1.879	 -2.912	 -3.441	  1.176	 -0.837	  0.915	 -0.304	 -0.830	  0.441	  2.582	-107.082
       0:04.716	  2.216	  1.879	 -2.944	 -3.458	  1.209	 -0.853	  0.908	 -0.307	 -0.833	  0.438	  2.585	-107.082
       0:04.720	  2.225	  1.869	 -2.964	 -3.458	  1.225	 -0.866	  0.902	 -0.320	 -0.843	  0.431	  2.588	-107.082
       0:04.724	  2.225	  1.886	 -2.948	 -3.467	  1.216	 -0.850	  0.905	 -0.324	 -0.850	  0.431	  2.582	-107.082
       0:04.728	  2.235	  1.905	 -2.938	 -3.480	  1.216	 -0.837	  0.908	 -0.324	 -0.840	  0.438	  2.582	-107.082
       0:04.732	  2.232	  1.895	 -2.944	 -3.474	  1.219	 -0.843	  0.922	 -0.317	 -0.833	  0.444	  2.585	-107.082
       0:04.735	  2.222	  1.895	 -2.935	 -3.471	  1.209	 -0.840	  0.922	 -0.310	 -0.827	  0.451	  2.601	-107.082
       0:04.739	  2.225	  1.876	 -2.958	 -3.461	  1.222	 -0.859	  0.915	 -0.314	 -0.830	  0.444	  2.582	-107.082
       0:04.743	  2.212	  1.843	 -2.977	 -3.438	  1.225	 -0.886	  0.912	 -0.320	 -0.840	  0.435	  2.559	-107.082
       0:04.747	  2.154	  1.827	 -2.935	 -3.402	  1.173	 -0.873	  0.908	 -0.327	 -0.846	  0.431	  2.562	-107.082
       0:04.751	  2.131	  1.827	 -2.912	 -3.389	  1.150	 -0.863	  0.915	 -0.314	 -0.833	  0.444	  2.585	-107.082
       0:04.755	  2.186	  1.873	 -2.922	 -3.441	  1.183	 -0.843	  0.925	 -0.301	 -0.824	  0.454	  2.588	-107.082
       0:04.759	  2.216	  1.892	 -2.931	 -3.464	  1.203	 -0.840	  0.925	 -0.307	 -0.833	  0.444	  2.565	-107.082
       0:04.763	  2.209	  1.869	 -2.948	 -3.451	  1.209	 -0.859	  0.931	 -0.307	 -0.833	  0.444	  2.565	-107.082
       0:04.767	  2.242	  1.889	 -2.961	 -3.477	  1.232	 -0.856	  0.941	 -0.288	 -0.817	  0.467	  2.601	-107.082
       0:04.770	  2.248	  1.879	 -2.977	 -3.474	  1.242	 -0.869	  0.941	 -0.288	 -0.814	  0.471	  2.614	-107.082
       0:04.774	  2.248	  1.886	 -2.971	 -3.477	  1.239	 -0.863	  0.941	 -0.284	 -0.817	  0.471	  2.611	-107.082
       0:04.778	  2.222	  1.915	 -2.915	 -3.480	  1.199	 -0.820	  0.935	 -0.297	 -0.827	  0.464	  2.611	-107.082
       0:04.782	  2.219	  1.912	 -2.915	 -3.477	  1.196	 -0.820	  0.938	 -0.294	 -0.820	  0.471	  2.611	-107.082
       0:04.786	  2.242	  1.886	 -2.964	 -3.474	  1.232	 -0.859	  0.928	 -0.310	 -0.837	  0.451	  2.582	-107.082
       0:04.790	  2.242	  1.869	 -2.980	 -3.467	  1.242	 -0.876	  0.925	 -0.317	 -0.840	  0.448	  2.572	-107.082
       0:04.794	  2.216	  1.873	 -2.951	 -3.454	  1.212	 -0.859	  0.941	 -0.297	 -0.827	  0.458	  2.578	-107.082
       0:04.798	  2.209	  1.869	 -2.948	 -3.451	  1.209	 -0.859	  0.944	 -0.301	 -0.830	  0.458	  2.559	-107.082
       0:04.802	  2.193	  1.856	 -2.944	 -3.435	  1.199	 -0.863	  0.941	 -0.314	 -0.843	  0.441	  2.529	-107.082
       0:04.805	  2.180	  1.827	 -2.961	 -3.415	  1.199	 -0.886	  0.951	 -0.314	 -0.846	  0.444	  2.533	-107.082
       0:04.809	  2.229	  1.843	 -2.993	 -3.448	  1.242	 -0.895	  0.935	 -0.330	 -0.859	  0.438	  2.549	-107.082
       0:04.813	  2.252	  1.840	 -3.020	 -3.458	  1.265	 -0.908	  0.928	 -0.343	 -0.869	  0.422	  2.523	-107.082
       0:04.817	  2.248	  1.824	 -3.033	 -3.448	  1.271	 -0.925	  0.928	 -0.333	 -0.863	  0.425	  2.520	-107.082
       0:04.821	  2.212	  1.833	 -2.987	 -3.435	  1.229	 -0.895	  0.944	 -0.307	 -0.837	  0.451	  2.575	-107.082
       0:04.825	  2.235	  1.846	 -2.997	 -3.451	  1.245	 -0.895	  0.938	 -0.310	 -0.840	  0.448	  2.578	-107.082
       0:04.829	  2.212	  1.840	 -2.980	 -3.438	  1.225	 -0.889	  0.938	 -0.310	 -0.840	  0.444	  2.565	-107.082
       0:04.833	  2.190	  1.840	 -2.958	 -3.425	  1.203	 -0.879	  0.944	 -0.304	 -0.840	  0.444	  2.546	-107.082
       0:04.837	  2.196	  1.863	 -2.941	 -3.441	  1.199	 -0.859	  0.941	 -0.301	 -0.837	  0.444	  2.539	-107.082
       0:04.840	  2.183	  1.846	 -2.944	 -3.425	  1.193	 -0.869	  0.938	 -0.310	 -0.843	  0.441	  2.529	-107.082
       0:04.844	  2.199	  1.817	 -2.990	 -3.418	  1.225	 -0.905	  0.935	 -0.320	 -0.853	  0.431	  2.529	-107.082
       0:04.848	  2.219	  1.824	 -3.003	 -3.431	  1.242	 -0.908	  0.941	 -0.317	 -0.853	  0.425	  2.526	-107.082
       0:04.852	  2.199	  1.833	 -2.974	 -3.428	  1.216	 -0.889	  0.951	 -0.304	 -0.840	  0.438	  2.549	-107.082
       0:04.856	  2.196	  1.824	 -2.980	 -3.422	  1.219	 -0.899	  0.941	 -0.317	 -0.850	  0.431	  2.562	-107.082
       0:04.860	  2.203	  1.794	 -3.016	 -3.408	  1.239	 -0.931	  0.928	 -0.337	 -0.869	  0.412	  2.559	-107.082
       0:04.864	  2.219	  1.804	 -3.023	 -3.422	  1.252	 -0.928	  0.944	 -0.327	 -0.859	  0.422	  2.569	-107.082
       0:04.868	  2.235	  1.843	 -3.000	 -3.451	  1.248	 -0.899	  0.964	 -0.304	 -0.840	  0.441	  2.582	-107.082
       0:04.872	  2.229	  1.843	 -2.993	 -3.448	  1.242	 -0.895	  0.948	 -0.314	 -0.850	  0.431	  2.559	-107.082
       0:04.875	  2.225	  1.833	 -3.000	 -3.441	  1.242	 -0.902	  0.931	 -0.333	 -0.866	  0.408	  2.536	-107.082
       0:04.879	  2.206	  1.824	 -2.990	 -3.425	  1.229	 -0.902	  0.948	 -0.320	 -0.859	  0.418	  2.536	-107.082
       0:04.883	  2.183	  1.820	 -2.971	 -3.412	  1.206	 -0.895	  0.951	 -0.317	 -0.856	  0.418	  2.536	-107.082
       0:04.887	  2.154	  1.794	 -2.967	 -3.386	  1.190	 -0.905	  0.958	 -0.317	 -0.856	  0.415	  2.539	-107.082
       0:04.891	  2.199	  1.791	 -3.016	 -3.405	  1.239	 -0.931	  0.941	 -0.320	 -0.863	  0.408	  2.516	-107.082
       0:04.895	  2.229	  1.817	 -3.020	 -3.435	  1.255	 -0.922	  0.938	 -0.327	 -0.866	  0.402	  2.503	-107.082
       0:04.899	  2.252	  1.850	 -3.010	 -3.461	  1.261	 -0.899	  0.954	 -0.317	 -0.856	  0.412	  2.520	-107.082
       0:04.903	  2.229	  1.850	 -2.987	 -3.451	  1.239	 -0.889	  0.974	 -0.301	 -0.837	  0.428	  2.539	-107.082
       0:04.907	  2.222	  1.833	 -2.997	 -3.438	  1.239	 -0.902	  0.967	 -0.301	 -0.837	  0.428	  2.549	-107.082
       0:04.911	  2.206	  1.827	 -2.987	 -3.428	  1.225	 -0.899	  0.964	 -0.291	 -0.830	  0.431	  2.569	-107.082
       0:04.914	  2.219	  1.843	 -2.984	 -3.441	  1.232	 -0.889	  0.944	 -0.297	 -0.833	  0.431	  2.598	-107.082
       0:04.918	  2.252	  1.873	 -2.987	 -3.474	  1.248	 -0.876	  0.935	 -0.304	 -0.837	  0.428	  2.611	-107.082
       0:04.922	  2.281	  1.928	 -2.961	 -3.516	  1.252	 -0.837	  0.931	 -0.297	 -0.824	  0.444	  2.641	-107.082
       0:04.926	  2.288	  1.948	 -2.948	 -3.529	  1.248	 -0.820	  0.938	 -0.294	 -0.814	  0.454	  2.624	-107.082
       0:04.930	  2.294	  1.951	 -2.951	 -3.533	  1.252	 -0.820	  0.938	 -0.284	 -0.804	  0.454	  2.582	-107.082
       0:04.934	  2.297	  1.948	 -2.958	 -3.533	  1.258	 -0.824	  0.915	 -0.297	 -0.817	  0.444	  2.565	-107.082
       0:04.938	  2.314	  1.967	 -2.954	 -3.552	  1.265	 -0.814	  0.889	 -0.304	 -0.814	  0.451	  2.608	-107.082
       0:04.942	  2.268	  1.971	 -2.905	 -3.529	  1.216	 -0.788	  0.882	 -0.307	 -0.817	  0.451	  2.631	-107.082
       0:04.946	  2.268	  1.993	 -2.882	 -3.542	  1.206	 -0.765	  0.866	 -0.307	 -0.807	  0.467	  2.660	-107.082
       0:04.949	  2.314	  2.010	 -2.912	 -3.572	  1.242	 -0.771	  0.827	 -0.307	 -0.801	  0.477	  2.660	-107.082
       0:04.953	  2.337	  1.967	 -2.977	 -3.562	  1.288	 -0.824	  0.791	 -0.320	 -0.807	  0.474	  2.641	-107.082
       0:04.957	  2.373	  1.964	 -3.016	 -3.578	  1.324	 -0.846	  0.758	 -0.340	 -0.820	  0.467	  2.631	-107.082
       0:04.961	  2.389	  1.971	 -3.026	 -3.592	  1.337	 -0.846	  0.765	 -0.346	 -0.837	  0.451	  2.624	-107.082
       0:04.965	  2.386	  1.944	 -3.049	 -3.575	  1.346	 -0.873	  0.771	 -0.369	 -0.873	  0.412	  2.585	-107.082
       0:04.969	  2.395	  1.922	 -3.082	 -3.569	  1.369	 -0.899	  0.778	 -0.379	 -0.895	  0.379	  2.523	-107.082
       0:04.973	  2.389	  1.925	 -3.072	 -3.569	  1.359	 -0.892	  0.794	 -0.376	 -0.895	  0.379	  2.529	-107.082
       0:04.977	  2.418	  1.941	 -3.085	 -3.592	  1.382	 -0.892	  0.814	 -0.356	 -0.876	  0.405	  2.572	-107.082
       0:04.981	  2.369	  1.915	 -3.062	 -3.552	  1.346	 -0.892	  0.850	 -0.340	 -0.863	  0.418	  2.578	-107.082
       0:04.984	  2.278	  1.922	 -2.964	 -3.510	  1.252	 -0.840	  0.895	 -0.320	 -0.843	  0.438	  2.598	-107.082
       0:04.988	  2.268	  1.905	 -2.971	 -3.497	  1.248	 -0.853	  0.918	 -0.310	 -0.840	  0.435	  2.588	-107.082
       0:04.992	  2.278	  1.895	 -2.990	 -3.497	  1.265	 -0.866	  0.915	 -0.327	 -0.856	  0.412	  2.559	-107.082
       0:04.996	  2.252	  1.873	 -2.987	 -3.474	  1.248	 -0.876	  0.931	 -0.324	 -0.859	  0.405	  2.552	-107.082
       0:05.000	  2.255	  1.863	 -3.000	 -3.471	  1.258	 -0.889	  0.948	 -0.317	 -0.859	  0.402	  2.546	-107.082
       0:05.004	  2.245	  1.830	 -3.023	 -3.448	  1.265	 -0.915	  0.958	 -0.310	 -0.859	  0.395	  2.542	-107.082
       0:05.008	  2.209	  1.794	 -3.023	 -3.412	  1.245	 -0.935	  0.980	 -0.301	 -0.856	  0.395	  2.552	-107.082
       0:05.012	  2.186	  1.775	 -3.020	 -3.392	  1.232	 -0.941	  0.984	 -0.307	 -0.869	  0.382	  2.542	-107.082
       0:05.016	  2.206	  1.784	 -3.029	 -3.405	  1.248	 -0.941	  0.977	 -0.317	 -0.876	  0.376	  2.539	-107.082
       0:05.019	  2.206	  1.781	 -3.033	 -3.405	  1.248	 -0.944	  0.974	 -0.320	 -0.879	  0.373	  2.533	-107.082
       0:05.023	  2.180	  1.775	 -3.013	 -3.389	  1.225	 -0.938	  0.977	 -0.320	 -0.882	  0.369	  2.513	-107.082
       0:05.027	  2.167	  1.761	 -3.013	 -3.376	  1.219	 -0.944	  0.977	 -0.320	 -0.886	  0.363	  2.490	-107.082
       0:05.031	  2.173	  1.768	 -3.013	 -3.382	  1.222	 -0.941	  0.971	 -0.327	 -0.889	  0.366	  2.487	-107.082
       0:05.035	  2.190	  1.791	 -3.007	 -3.402	  1.229	 -0.928	  0.987	 -0.307	 -0.869	  0.386	  2.510	-107.082
       0:05.039	  2.235	  1.807	 -3.036	 -3.431	  1.265	 -0.935	  0.993	 -0.294	 -0.856	  0.399	  2.520	-107.082
       0:05.043	  2.235	  1.817	 -3.026	 -3.438	  1.261	 -0.925	  0.990	 -0.297	 -0.859	  0.399	  2.529	-107.082
       0:05.047	  2.193	  1.781	 -3.020	 -3.399	  1.235	 -0.938	  1.023	 -0.268	 -0.843	  0.405	  2.500	-107.082
       0:05.051	  2.154	  1.722	 -3.039	 -3.350	  1.225	 -0.977	  1.085	 -0.212	 -0.810	  0.412	  2.454	-107.082
       0:05.054	  2.088	  1.712	 -2.984	 -3.314	  1.167	 -0.954	  1.144	 -0.176	 -0.784	  0.422	  2.441	-107.082
       0:05.058	  2.062	  1.725	 -2.944	 -3.307	  1.134	 -0.928	  1.190	 -0.147	 -0.752	  0.448	  2.448	-107.082
       0:05.062	  2.052	  1.735	 -2.925	 -3.307	  1.118	 -0.915	  1.225	 -0.092	 -0.693	  0.500	  2.444	-107.082
       0:05.066	  2.098	  1.768	 -2.938	 -3.346	  1.147	 -0.905	  1.239	 -0.007	 -0.592	  0.605	  2.484	-107.082
       0:05.070	  2.225	  1.892	 -2.941	 -3.471	  1.212	 -0.843	  1.209	  0.121	 -0.382	  0.840	  2.634	-107.082
       0:05.074	  2.464	  2.075	 -2.997	 -3.680	  1.363	 -0.781	  1.121	  0.278	 -0.105	  1.157	  2.843	-107.082
       0:05.078	  2.683	  2.291	 -3.000	 -3.899	  1.474	 -0.673	  0.944	  0.382	  0.134	  1.467	  3.108	-107.082
       0:05.082	  3.023	  2.536	 -3.095	 -4.190	  1.690	 -0.598	  0.758	  0.474	  0.333	  1.716	  3.343	-107.082
       0:05.086	  3.333	  2.627	 -3.314	 -4.392	  1.954	 -0.663	  0.621	  0.552	  0.431	  1.827	  3.448	-107.082
       0:05.089	  3.317	  2.611	 -3.314	 -4.376	  1.948	 -0.670	  0.559	  0.444	  0.327	  1.719	  3.405	-107.082
       0:05.093	  2.984	  2.611	 -2.980	 -4.209	  1.614	 -0.503	  0.556	  0.088	 -0.036	  1.405	  3.366	-107.082
       0:05.097	  2.693	  2.389	 -2.912	 -3.951	  1.435	 -0.582	  0.657	 -0.150	 -0.441	  0.971	  3.157	-107.082
       0:05.101	  2.536	  1.850	 -3.294	 -3.605	  1.546	 -1.042	  0.908	 -0.101	 -0.703	  0.546	  2.673	-107.082
       0:05.105	  2.431	  1.608	 -3.431	 -3.431	  1.562	 -1.232	  1.085	  0.026	 -0.690	  0.471	  2.493	-107.082
       0:05.109	  2.369	  1.647	 -3.330	 -3.418	  1.480	 -1.160	  1.137	  0.026	 -0.673	  0.490	  2.507	-107.082
       0:05.113	  2.304	  1.729	 -3.183	 -3.428	  1.373	 -1.046	  1.108	 -0.085	 -0.729	  0.464	  2.526	-107.082
       0:05.117	  2.245	  1.788	 -3.065	 -3.428	  1.284	 -0.958	  1.036	 -0.186	 -0.794	  0.422	  2.526	-107.082
       0:05.121	  2.235	  1.807	 -3.036	 -3.431	  1.265	 -0.935	  0.993	 -0.235	 -0.817	  0.405	  2.526	-107.082
       0:05.125	  2.252	  1.814	 -3.046	 -3.444	  1.278	 -0.935	  1.000	 -0.242	 -0.804	  0.425	  2.523	-107.082
