   Elapsed time	   MLII	     V2
       0:15.197	 -0.335	  0.105
       0:15.200	 -0.345	  0.105
       0:15.203	 -0.345	  0.095
       0:15.206	 -0.355	  0.070
       0:15.208	 -0.365	  0.070
       0:15.211	 -0.345	  0.075
       0:15.214	 -0.340	  0.085
       0:15.217	 -0.335	  0.090
       0:15.219	 -0.350	  0.065
       0:15.222	 -0.355	  0.070
       0:15.225	 -0.365	  0.065
       0:15.228	 -0.365	  0.075
       0:15.231	 -0.345	  0.090
       0:15.233	 -0.345	  0.090
       0:15.236	 -0.360	  0.080
       0:15.239	 -0.370	  0.065
       0:15.242	 -0.380	  0.075
       0:15.244	 -0.375	  0.085
       0:15.247	 -0.355	  0.080
       0:15.250	 -0.355	  0.090
       0:15.253	 -0.370	  0.075
       0:15.256	 -0.370	  0.070
       0:15.258	 -0.370	  0.080
       0:15.261	 -0.355	  0.090
       0:15.264	 -0.335	  0.085
       0:15.267	 -0.330	  0.075
       0:15.269	 -0.330	  0.085
       0:15.272	 -0.325	  0.070
       0:15.275	 -0.310	  0.075
       0:15.278	 -0.295	  0.090
       0:15.281	 -0.275	  0.100
       0:15.283	 -0.275	  0.085
       0:15.286	 -0.280	  0.090
       0:15.289	 -0.290	  0.085
       0:15.292	 -0.280	  0.080
       0:15.294	 -0.270	  0.090
       0:15.297	 -0.265	  0.090
       0:15.300	 -0.265	  0.080
       0:15.303	 -0.260	  0.080
       0:15.306	 -0.265	  0.070
       0:15.308	 -0.270	  0.085
       0:15.311	 -0.270	  0.080
       0:15.314	 -0.275	  0.070
       0:15.317	 -0.290	  0.055
       0:15.319	 -0.305	  0.035
       0:15.322	 -0.330	  0.015
       0:15.325	 -0.340	  0.020
       0:15.328	 -0.330	  0.030
       0:15.331	 -0.315	  0.035
       0:15.333	 -0.300	  0.035
       0:15.336	 -0.300	  0.045
       0:15.339	 -0.310	  0.070
       0:15.342	 -0.340	  0.070
       0:15.344	 -0.345	  0.090
       0:15.347	 -0.345	  0.080
       0:15.350	 -0.355	  0.080
       0:15.353	 -0.360	  0.060
       0:15.356	 -0.380	  0.060
       0:15.358	 -0.395	  0.055
       0:15.361	 -0.395	  0.060
       0:15.364	 -0.380	  0.060
       0:15.367	 -0.395	  0.060
       0:15.369	 -0.405	  0.040
       0:15.372	 -0.420	  0.030
       0:15.375	 -0.435	  0.025
       0:15.378	 -0.435	  0.035
       0:15.381	 -0.415	  0.040
       0:15.383	 -0.425	  0.020
       0:15.386	 -0.435	  0.025
       0:15.389	 -0.435	  0.010
       0:15.392	 -0.445	  0.025
       0:15.394	 -0.430	  0.035
       0:15.397	 -0.430	  0.040
       0:15.400	 -0.425	  0.045
       0:15.403	 -0.425	  0.030
       0:15.406	 -0.440	  0.025
       0:15.408	 -0.460	  0.025
       0:15.411	 -0.440	  0.035
       0:15.414	 -0.445	  0.045
       0:15.417	 -0.440	  0.035
       0:15.419	 -0.445	  0.030
       0:15.422	 -0.455	  0.025
       0:15.425	 -0.465	  0.015
       0:15.428	 -0.460	  0.025
       0:15.431	 -0.440	  0.030
       0:15.433	 -0.445	  0.030
       0:15.436	 -0.440	  0.020
       0:15.439	 -0.440	  0.015
       0:15.442	 -0.445	  0.025
       0:15.444	 -0.435	  0.040
       0:15.447	 -0.430	  0.040
       0:15.450	 -0.430	  0.030
       0:15.453	 -0.435	  0.045
       0:15.456	 -0.455	  0.020
       0:15.458	 -0.465	  0.030
       0:15.461	 -0.495	  0.040
       0:15.464	 -0.540	  0.030
       0:15.467	 -0.590	  0.020
       0:15.469	 -0.605	  0.005
       0:15.472	 -0.565	  0.000
       0:15.475	 -0.510	  0.060
       0:15.478	 -0.415	  0.100
       0:15.481	 -0.265	  0.140
       0:15.483	 -0.010	  0.220
       0:15.486	  0.335	  0.355
       0:15.489	  0.665	  0.540
       0:15.492	  0.975	  0.765
       0:15.494	  1.285	  0.995
       0:15.497	  1.525	  1.200
       0:15.500	  1.645	  1.385
       0:15.503	  1.655	  1.445
       0:15.506	  1.490	  1.380
       0:15.508	  1.105	  1.155
       0:15.511	  0.580	  0.790
       0:15.514	  0.075	  0.340
       0:15.517	 -0.255	 -0.030
       0:15.519	 -0.445	 -0.285
       0:15.522	 -0.545	 -0.395
       0:15.525	 -0.590	 -0.380
       0:15.528	 -0.575	 -0.315
       0:15.531	 -0.480	 -0.215
       0:15.533	 -0.390	 -0.115
       0:15.536	 -0.355	 -0.035
       0:15.539	 -0.375	  0.035
       0:15.542	 -0.405	  0.060
       0:15.544	 -0.405	  0.065
       0:15.547	 -0.400	  0.040
       0:15.550	 -0.390	  0.040
       0:15.553	 -0.410	  0.040
       0:15.556	 -0.440	  0.035
       0:15.558	 -0.460	  0.035
       0:15.561	 -0.465	  0.035
       0:15.564	 -0.465	  0.035
       0:15.567	 -0.475	  0.025
       0:15.569	 -0.460	  0.025
       0:15.572	 -0.480	  0.015
       0:15.575	 -0.485	  0.015
       0:15.578	 -0.485	  0.015
       0:15.581	 -0.475	  0.035
       0:15.583	 -0.470	  0.030
       0:15.586	 -0.480	  0.030
       0:15.589	 -0.500	  0.020
       0:15.592	 -0.495	  0.025
       0:15.594	 -0.485	  0.035
       0:15.597	 -0.475	  0.025
       0:15.600	 -0.475	  0.020
       0:15.603	 -0.480	  0.020
       0:15.606	 -0.490	  0.015
       0:15.608	 -0.490	  0.020
       0:15.611	 -0.495	  0.030
       0:15.614	 -0.475	  0.040
       0:15.617	 -0.475	  0.035
       0:15.619	 -0.475	  0.015
       0:15.622	 -0.485	  0.015
       0:15.625	 -0.480	  0.020
       0:15.628	 -0.480	  0.040
       0:15.631	 -0.475	  0.035
       0:15.633	 -0.470	  0.045
       0:15.636	 -0.470	  0.035
       0:15.639	 -0.470	  0.030
       0:15.642	 -0.480	  0.025
       0:15.644	 -0.470	  0.035
       0:15.647	 -0.455	  0.050
       0:15.650	 -0.455	  0.045
       0:15.653	 -0.465	  0.030
       0:15.656	 -0.460	  0.025
       0:15.658	 -0.450	  0.035
       0:15.661	 -0.445	  0.050
       0:15.664	 -0.430	  0.070
       0:15.667	 -0.430	  0.070
       0:15.669	 -0.425	  0.070
       0:15.672	 -0.430	  0.050
       0:15.675	 -0.440	  0.060
       0:15.678	 -0.405	  0.075
       0:15.681	 -0.385	  0.090
       0:15.683	 -0.390	  0.095
       0:15.686	 -0.380	  0.075
       0:15.689	 -0.385	  0.085
       0:15.692	 -0.380	  0.100
       0:15.694	 -0.360	  0.115
       0:15.697	 -0.335	  0.130
       0:15.700	 -0.340	  0.120
       0:15.703	 -0.330	  0.120
       0:15.706	 -0.310	  0.120
       0:15.708	 -0.305	  0.140
       0:15.711	 -0.275	  0.155
       0:15.714	 -0.260	  0.180
       0:15.717	 -0.245	  0.190
       0:15.719	 -0.225	  0.190
       0:15.722	 -0.215	  0.200
       0:15.725	 -0.220	  0.205
       0:15.728	 -0.190	  0.230
       0:15.731	 -0.165	  0.235
       0:15.733	 -0.155	  0.240
       0:15.736	 -0.140	  0.250
       0:15.739	 -0.140	  0.240
       0:15.742	 -0.135	  0.245
       0:15.744	 -0.110	  0.285
       0:15.747	 -0.090	  0.280
       0:15.750	 -0.080	  0.300
       0:15.753	 -0.065	  0.295
       0:15.756	 -0.070	  0.280
       0:15.758	 -0.060	  0.295
       0:15.761	 -0.045	  0.300
       0:15.764	 -0.020	  0.315
       0:15.767	 -0.020	  0.330
       0:15.769	 -0.025	  0.320
       0:15.772	 -0.025	  0.330
       0:15.775	 -0.025	  0.325
       0:15.778	 -0.005	  0.335
       0:15.781	 -0.005	  0.335
       0:15.783	 -0.005	  0.330
       0:15.786	 -0.020	  0.320
       0:15.789	 -0.030	  0.305
       0:15.792	 -0.040	  0.305
       0:15.794	 -0.050	  0.315
       0:15.797	 -0.050	  0.310
       0:15.800	 -0.060	  0.290
       0:15.803	 -0.085	  0.270
       0:15.806	 -0.100	  0.255
       0:15.808	 -0.130	  0.245
       0:15.811	 -0.140	  0.240
       0:15.814	 -0.155	  0.240
       0:15.817	 -0.175	  0.215
       0:15.819	 -0.200	  0.195
       0:15.822	 -0.235	  0.170
       0:15.825	 -0.245	  0.150
       0:15.828	 -0.260	  0.155
       0:15.831	 -0.270	  0.145
       0:15.833	 -0.275	  0.130
       0:15.836	 -0.295	  0.110
       0:15.839	 -0.320	  0.080
       0:15.842	 -0.330	  0.070
       0:15.844	 -0.325	  0.070
       0:15.847	 -0.330	  0.070
       0:15.850	 -0.350	  0.055
       0:15.853	 -0.355	  0.040
       0:15.856	 -0.360	  0.025
       0:15.858	 -0.375	  0.025
       0:15.861	 -0.365	  0.030
       0:15.864	 -0.375	  0.030
       0:15.867	 -0.380	  0.030
       0:15.869	 -0.375	  0.005
       0:15.872	 -0.400	 -0.005
       0:15.875	 -0.405	  0.000
       0:15.878	 -0.385	  0.010
       0:15.881	 -0.390	  0.005
       0:15.883	 -0.380	  0.000
       0:15.886	 -0.390	  0.000
       0:15.889	 -0.400	 -0.015
       0:15.892	 -0.410	 -0.015
       0:15.894	 -0.395	  0.005
       0:15.897	 -0.395	  0.005
       0:15.900	 -0.390	 -0.010
       0:15.903	 -0.385	 -0.010
       0:15.906	 -0.400	 -0.020
       0:15.908	 -0.400	 -0.010
       0:15.911	 -0.400	 -0.005
       0:15.914	 -0.385	  0.010
       0:15.917	 -0.390	  0.005
       0:15.919	 -0.375	  0.000
       0:15.922	 -0.385	 -0.010
       0:15.925	 -0.390	 -0.010
       0:15.928	 -0.385	  0.010
       0:15.931	 -0.370	  0.000
       0:15.933	 -0.365	  0.005
       0:15.936	 -0.375	  0.000
       0:15.939	 -0.370	 -0.015
       0:15.942	 -0.380	  0.015
       0:15.944	 -0.380	  0.015
       0:15.947	 -0.365	  0.030
       0:15.950	 -0.355	  0.015
       0:15.953	 -0.355	  0.005
       0:15.956	 -0.360	 -0.005
       0:15.958	 -0.365	  0.015
       0:15.961	 -0.370	  0.025
       0:15.964	 -0.355	  0.025
       0:15.967	 -0.340	  0.015
       0:15.969	 -0.355	  0.015
       0:15.972	 -0.360	  0.010
       0:15.975	 -0.365	  0.015
       0:15.978	 -0.350	  0.015
       0:15.981	 -0.345	  0.025
       0:15.983	 -0.350	  0.015
       0:15.986	 -0.365	  0.000
       0:15.989	 -0.365	 -0.015
       0:15.992	 -0.360	 -0.015
       0:15.994	 -0.370	  0.000
       0:15.997	 -0.355	  0.010
       0:16.000	 -0.355	  0.005
       0:16.003	 -0.360	  0.000
       0:16.006	 -0.380	 -0.010
       0:16.008	 -0.370	 -0.005
       0:16.011	 -0.370	 -0.015
       0:16.014	 -0.375	  0.000
       0:16.017	 -0.365	 -0.015
       0:16.019	 -0.380	 -0.045
       0:16.022	 -0.395	 -0.035
       0:16.025	 -0.395	 -0.040
       0:16.028	 -0.390	 -0.030
       0:16.031	 -0.390	 -0.025
       0:16.033	 -0.390	 -0.030
       0:16.036	 -0.405	 -0.035
       0:16.039	 -0.415	 -0.060
       0:16.042	 -0.420	 -0.055
       0:16.044	 -0.415	 -0.055
       0:16.047	 -0.405	 -0.050
       0:16.050	 -0.410	 -0.065
       0:16.053	 -0.435	 -0.070
       0:16.056	 -0.430	 -0.070
       0:16.058	 -0.445	 -0.075
       0:16.061	 -0.435	 -0.070
       0:16.064	 -0.430	 -0.080
       0:16.067	 -0.430	 -0.090
       0:16.069	 -0.445	 -0.100
       0:16.072	 -0.445	 -0.110
       0:16.075	 -0.445	 -0.105
       0:16.078	 -0.445	 -0.100
       0:16.081	 -0.440	 -0.090
       0:16.083	 -0.440	 -0.100
       0:16.086	 -0.450	 -0.105
       0:16.089	 -0.460	 -0.130
       0:16.092	 -0.465	 -0.120
       0:16.094	 -0.465	 -0.120
       0:16.097	 -0.460	 -0.115
       0:16.100	 -0.455	 -0.130
       0:16.103	 -0.465	 -0.125
       0:16.106	 -0.470	 -0.135
       0:16.108	 -0.485	 -0.135
       0:16.111	 -0.465	 -0.125
       0:16.114	 -0.465	 -0.120
       0:16.117	 -0.465	 -0.120
       0:16.119	 -0.480	 -0.140
       0:16.122	 -0.475	 -0.155
       0:16.125	 -0.495	 -0.150
       0:16.128	 -0.475	 -0.145
       0:16.131	 -0.465	 -0.140
       0:16.133	 -0.470	 -0.140
       0:16.136	 -0.480	 -0.140
       0:16.139	 -0.495	 -0.165
       0:16.142	 -0.490	 -0.150
       0:16.144	 -0.475	 -0.145
       0:16.147	 -0.465	 -0.140
       0:16.150	 -0.465	 -0.145
       0:16.153	 -0.470	 -0.155
       0:16.156	 -0.470	 -0.160
       0:16.158	 -0.455	 -0.155
       0:16.161	 -0.435	 -0.140
       0:16.164	 -0.410	 -0.135
       0:16.167	 -0.400	 -0.140
       0:16.169	 -0.405	 -0.140
       0:16.172	 -0.405	 -0.160
       0:16.175	 -0.415	 -0.155
       0:16.178	 -0.395	 -0.125
       0:16.181	 -0.385	 -0.125
       0:16.183	 -0.365	 -0.135
       0:16.186	 -0.380	 -0.150
       0:16.189	 -0.390	 -0.160
       0:16.192	 -0.400	 -0.155
       0:16.194	 -0.400	 -0.160
       0:16.197	 -0.380	 -0.150
       0:16.200	 -0.375	 -0.170
       0:16.203	 -0.375	 -0.175
       0:16.206	 -0.390	 -0.190
       0:16.208	 -0.410	 -0.185
       0:16.211	 -0.415	 -0.200
       0:16.214	 -0.425	 -0.190
       0:16.217	 -0.435	 -0.210
       0:16.219	 -0.440	 -0.230
       0:16.222	 -0.445	 -0.230
       0:16.225	 -0.445	 -0.215
       0:16.228	 -0.410	 -0.200
       0:16.231	 -0.415	 -0.170
       0:16.233	 -0.420	 -0.165
       0:16.236	 -0.440	 -0.160
       0:16.239	 -0.470	 -0.165
       0:16.242	 -0.490	 -0.160
       0:16.244	 -0.485	 -0.155
       0:16.247	 -0.490	 -0.155
       0:16.250	 -0.505	 -0.170
       0:16.253	 -0.510	 -0.185
       0:16.256	 -0.525	 -0.185
       0:16.258	 -0.530	 -0.190
       0:16.261	 -0.555	 -0.190
       0:16.264	 -0.545	 -0.195
       0:16.267	 -0.550	 -0.190
       0:16.269	 -0.565	 -0.200
       0:16.272	 -0.560	 -0.210
       0:16.275	 -0.565	 -0.215
       0:16.278	 -0.560	 -0.195
       0:16.281	 -0.555	 -0.200
       0:16.283	 -0.555	 -0.200
       0:16.286	 -0.550	 -0.210
       0:16.289	 -0.570	 -0.220
       0:16.292	 -0.575	 -0.210
       0:16.294	 -0.560	 -0.205
       0:16.297	 -0.555	 -0.190
       0:16.300	 -0.560	 -0.195
       0:16.303	 -0.555	 -0.215
       0:16.306	 -0.570	 -0.225
       0:16.308	 -0.565	 -0.210
       0:16.311	 -0.555	 -0.195
       0:16.314	 -0.545	 -0.195
       0:16.317	 -0.555	 -0.190
       0:16.319	 -0.560	 -0.200
       0:16.322	 -0.575	 -0.215
       0:16.325	 -0.580	 -0.200
       0:16.328	 -0.585	 -0.190
       0:16.331	 -0.615	 -0.190
       0:16.333	 -0.675	 -0.210
       0:16.336	 -0.725	 -0.230
       0:16.339	 -0.725	 -0.235
       0:16.342	 -0.655	 -0.195
       0:16.344	 -0.565	 -0.145
       0:16.347	 -0.445	 -0.100
       0:16.350	 -0.205	 -0.035
       0:16.353	  0.135	  0.085
       0:16.356	  0.515	  0.290
       0:16.358	  0.890	  0.535
       0:16.361	  1.240	  0.795
       0:16.364	  1.495	  1.050
       0:16.367	  1.620	  1.255
       0:16.369	  1.600	  1.340
       0:16.372	  1.410	  1.270
       0:16.375	  0.990	  1.030
       0:16.378	  0.450	  0.630
       0:16.381	 -0.045	  0.165
       0:16.383	 -0.405	 -0.260
       0:16.386	 -0.615	 -0.545
       0:16.389	 -0.675	 -0.645
       0:16.392	 -0.665	 -0.615
       0:16.394	 -0.625	 -0.505
       0:16.397	 -0.535	 -0.405
       0:16.400	 -0.465	 -0.295
       0:16.403	 -0.450	 -0.210
       0:16.406	 -0.480	 -0.175
       0:16.408	 -0.515	 -0.160
       0:16.411	 -0.520	 -0.170
       0:16.414	 -0.520	 -0.175
       0:16.417	 -0.530	 -0.190
       0:16.419	 -0.540	 -0.190
       0:16.422	 -0.555	 -0.200
       0:16.425	 -0.570	 -0.195
       0:16.428	 -0.580	 -0.200
       0:16.431	 -0.575	 -0.205
       0:16.433	 -0.580	 -0.195
       0:16.436	 -0.595	 -0.200
       0:16.439	 -0.610	 -0.220
       0:16.442	 -0.635	 -0.215
       0:16.444	 -0.615	 -0.205
       0:16.447	 -0.600	 -0.190
       0:16.450	 -0.605	 -0.200
       0:16.453	 -0.610	 -0.210
       0:16.456	 -0.620	 -0.215
       0:16.458	 -0.620	 -0.220
       0:16.461	 -0.610	 -0.200
       0:16.464	 -0.600	 -0.195
       0:16.467	 -0.600	 -0.190
       0:16.469	 -0.610	 -0.205
       0:16.472	 -0.615	 -0.205
       0:16.475	 -0.610	 -0.200
       0:16.478	 -0.615	 -0.195
       0:16.481	 -0.600	 -0.195
       0:16.483	 -0.595	 -0.195
       0:16.486	 -0.605	 -0.200
       0:16.489	 -0.605	 -0.210
       0:16.492	 -0.605	 -0.210
       0:16.494	 -0.600	 -0.185
       0:16.497	 -0.590	 -0.175
       0:16.500	 -0.590	 -0.175
       0:16.503	 -0.590	 -0.195
       0:16.506	 -0.605	 -0.205
       0:16.508	 -0.595	 -0.190
       0:16.511	 -0.595	 -0.180
       0:16.514	 -0.575	 -0.175
       0:16.517	 -0.570	 -0.175
       0:16.519	 -0.565	 -0.170
       0:16.522	 -0.575	 -0.180
       0:16.525	 -0.570	 -0.165
       0:16.528	 -0.560	 -0.165
       0:16.531	 -0.540	 -0.150
       0:16.533	 -0.550	 -0.150
       0:16.536	 -0.545	 -0.165
       0:16.539	 -0.540	 -0.175
       0:16.542	 -0.545	 -0.150
       0:16.544	 -0.520	 -0.135
       0:16.547	 -0.520	 -0.140
       0:16.550	 -0.500	 -0.125
       0:16.553	 -0.500	 -0.130
       0:16.556	 -0.495	 -0.140
       0:16.558	 -0.490	 -0.120
       0:16.561	 -0.475	 -0.100
       0:16.564	 -0.450	 -0.095
       0:16.567	 -0.445	 -0.090
       0:16.569	 -0.420	 -0.085
       0:16.572	 -0.415	 -0.080
       0:16.575	 -0.415	 -0.065
       0:16.578	 -0.370	 -0.045
       0:16.581	 -0.350	 -0.025
       0:16.583	 -0.330	 -0.020
       0:16.586	 -0.330	 -0.025
       0:16.589	 -0.310	 -0.020
       0:16.592	 -0.300	 -0.010
       0:16.594	 -0.280	  0.015
       0:16.597	 -0.245	  0.040
       0:16.600	 -0.225	  0.030
       0:16.603	 -0.205	  0.045
       0:16.606	 -0.205	  0.040
       0:16.608	 -0.190	  0.050
       0:16.611	 -0.170	  0.065
       0:16.614	 -0.145	  0.070
       0:16.617	 -0.140	  0.075
       0:16.619	 -0.125	  0.075
       0:16.622	 -0.120	  0.070
       0:16.625	 -0.115	  0.090
       0:16.628	 -0.105	  0.105
       0:16.631	 -0.090	  0.115
       0:16.633	 -0.065	  0.115
       0:16.636	 -0.075	  0.125
       0:16.639	 -0.070	  0.120
       0:16.642	 -0.065	  0.130
       0:16.644	 -0.060	  0.145
       0:16.647	 -0.050	  0.140
       0:16.650	 -0.045	  0.140
       0:16.653	 -0.060	  0.130
       0:16.656	 -0.080	  0.135
       0:16.658	 -0.080	  0.135
       0:16.661	 -0.095	  0.135
       0:16.664	 -0.085	  0.115
       0:16.667	 -0.095	  0.115
       0:16.669	 -0.125	  0.085
       0:16.672	 -0.150	  0.070
       0:16.675	 -0.175	  0.060
       0:16.678	 -0.180	  0.050
       0:16.681	 -0.200	  0.055
       0:16.683	 -0.220	  0.035
       0:16.686	 -0.240	  0.005
       0:16.689	 -0.270	 -0.010
       0:16.692	 -0.310	 -0.025
       0:16.694	 -0.330	 -0.035
       0:16.697	 -0.335	 -0.050
       0:16.700	 -0.360	 -0.065
       0:16.703	 -0.370	 -0.080
       0:16.706	 -0.385	 -0.110
       0:16.708	 -0.425	 -0.125
       0:16.711	 -0.430	 -0.120
       0:16.714	 -0.415	 -0.140
       0:16.717	 -0.425	 -0.145
       0:16.719	 -0.455	 -0.155
       0:16.722	 -0.465	 -0.165
       0:16.725	 -0.470	 -0.180
       0:16.728	 -0.475	 -0.175
       0:16.731	 -0.470	 -0.185
       0:16.733	 -0.465	 -0.185
       0:16.736	 -0.470	 -0.195
       0:16.739	 -0.485	 -0.210
       0:16.742	 -0.505	 -0.205
       0:16.744	 -0.495	 -0.200
       0:16.747	 -0.495	 -0.185
       0:16.750	 -0.485	 -0.190
       0:16.753	 -0.490	 -0.205
       0:16.756	 -0.495	 -0.215
       0:16.758	 -0.500	 -0.215
       0:16.761	 -0.490	 -0.205
       0:16.764	 -0.490	 -0.205
       0:16.767	 -0.490	 -0.200
       0:16.769	 -0.480	 -0.220
       0:16.772	 -0.505	 -0.220
       0:16.775	 -0.490	 -0.210
       0:16.778	 -0.490	 -0.200
       0:16.781	 -0.475	 -0.205
       0:16.783	 -0.485	 -0.210
       0:16.786	 -0.475	 -0.220
       0:16.789	 -0.480	 -0.215
       0:16.792	 -0.510	 -0.205
       0:16.794	 -0.485	 -0.195
       0:16.797	 -0.475	 -0.190
       0:16.800	 -0.470	 -0.190
       0:16.803	 -0.470	 -0.195
       0:16.806	 -0.470	 -0.200
       0:16.808	 -0.475	 -0.205
       0:16.811	 -0.460	 -0.195
       0:16.814	 -0.455	 -0.175
       0:16.817	 -0.445	 -0.180
       0:16.819	 -0.445	 -0.190
       0:16.822	 -0.450	 -0.200
       0:16.825	 -0.455	 -0.180
       0:16.828	 -0.440	 -0.180
       0:16.831	 -0.435	 -0.175
       0:16.833	 -0.430	 -0.170
       0:16.836	 -0.445	 -0.185
       0:16.839	 -0.440	 -0.180
       0:16.842	 -0.445	 -0.175
       0:16.844	 -0.435	 -0.175
       0:16.847	 -0.435	 -0.180
       0:16.850	 -0.430	 -0.170
       0:16.853	 -0.440	 -0.185
       0:16.856	 -0.445	 -0.185
       0:16.858	 -0.445	 -0.190
       0:16.861	 -0.440	 -0.175
       0:16.864	 -0.430	 -0.180
       0:16.867	 -0.435	 -0.185
       0:16.869	 -0.450	 -0.195
       0:16.872	 -0.460	 -0.210
       0:16.875	 -0.450	 -0.200
       0:16.878	 -0.460	 -0.200
       0:16.881	 -0.445	 -0.195
       0:16.883	 -0.450	 -0.195
       0:16.886	 -0.460	 -0.200
       0:16.889	 -0.460	 -0.205
       0:16.892	 -0.465	 -0.210
       0:16.894	 -0.460	 -0.210
       0:16.897	 -0.455	 -0.200
       0:16.900	 -0.470	 -0.210
       0:16.903	 -0.475	 -0.215
       0:16.906	 -0.480	 -0.230
       0:16.908	 -0.495	 -0.230
       0:16.911	 -0.490	 -0.220
       0:16.914	 -0.475	 -0.215
       0:16.917	 -0.475	 -0.240
       0:16.919	 -0.490	 -0.250
       0:16.922	 -0.505	 -0.250
       0:16.925	 -0.515	 -0.240
       0:16.928	 -0.510	 -0.235
       0:16.931	 -0.500	 -0.235
       0:16.933	 -0.495	 -0.240
       0:16.936	 -0.505	 -0.260
       0:16.939	 -0.515	 -0.260
       0:16.942	 -0.520	 -0.260
       0:16.944	 -0.515	 -0.255
       0:16.947	 -0.500	 -0.245
       0:16.950	 -0.510	 -0.250
       0:16.953	 -0.515	 -0.270
       0:16.956	 -0.525	 -0.270
       0:16.958	 -0.520	 -0.265
       0:16.961	 -0.525	 -0.270
       0:16.964	 -0.515	 -0.260
       0:16.967	 -0.515	 -0.255
       0:16.969	 -0.520	 -0.270
       0:16.972	 -0.530	 -0.270
       0:16.975	 -0.535	 -0.275
       0:16.978	 -0.545	 -0.265
       0:16.981	 -0.530	 -0.270
       0:16.983	 -0.530	 -0.275
       0:16.986	 -0.545	 -0.285
       0:16.989	 -0.545	 -0.295
       0:16.992	 -0.550	 -0.290
       0:16.994	 -0.540	 -0.260
       0:16.997	 -0.540	 -0.275
       0:17.000	 -0.540	 -0.265
       0:17.003	 -0.545	 -0.275
       0:17.006	 -0.550	 -0.295
       0:17.008	 -0.545	 -0.285
       0:17.011	 -0.545	 -0.280
       0:17.014	 -0.540	 -0.275
       0:17.017	 -0.545	 -0.285
       0:17.019	 -0.545	 -0.295
       0:17.022	 -0.550	 -0.300
       0:17.025	 -0.565	 -0.290
       0:17.028	 -0.555	 -0.280
       0:17.031	 -0.550	 -0.285
       0:17.033	 -0.550	 -0.280
       0:17.036	 -0.545	 -0.295
       0:17.039	 -0.555	 -0.300
       0:17.042	 -0.545	 -0.310
       0:17.044	 -0.545	 -0.280
       0:17.047	 -0.525	 -0.280
       0:17.050	 -0.530	 -0.280
       0:17.053	 -0.525	 -0.295
       0:17.056	 -0.520	 -0.300
       0:17.058	 -0.515	 -0.295
       0:17.061	 -0.485	 -0.280
       0:17.064	 -0.460	 -0.280
       0:17.067	 -0.460	 -0.270
       0:17.069	 -0.465	 -0.265
       0:17.072	 -0.465	 -0.270
       0:17.075	 -0.475	 -0.275
       0:17.078	 -0.460	 -0.260
       0:17.081	 -0.440	 -0.260
       0:17.083	 -0.435	 -0.260
       0:17.086	 -0.435	 -0.270
       0:17.089	 -0.440	 -0.285
       0:17.092	 -0.450	 -0.285
       0:17.094	 -0.440	 -0.260
       0:17.097	 -0.425	 -0.260
       0:17.100	 -0.415	 -0.275
       0:17.103	 -0.420	 -0.275
       0:17.106	 -0.440	 -0.295
       0:17.108	 -0.450	 -0.295
       0:17.111	 -0.460	 -0.295
       0:17.114	 -0.460	 -0.295
       0:17.117	 -0.485	 -0.315
       0:17.119	 -0.485	 -0.320
       0:17.122	 -0.485	 -0.335
       0:17.125	 -0.475	 -0.335
       0:17.128	 -0.465	 -0.315
       0:17.131	 -0.465	 -0.290
       0:17.133	 -0.475	 -0.270
       0:17.136	 -0.500	 -0.260
       0:17.139	 -0.515	 -0.280
       0:17.142	 -0.530	 -0.280
       0:17.144	 -0.520	 -0.265
       0:17.147	 -0.525	 -0.265
       0:17.150	 -0.540	 -0.270
       0:17.153	 -0.555	 -0.285
       0:17.156	 -0.570	 -0.305
       0:17.158	 -0.580	 -0.300
       0:17.161	 -0.585	 -0.295
       0:17.164	 -0.580	 -0.285
       0:17.167	 -0.595	 -0.285
       0:17.169	 -0.600	 -0.300
       0:17.172	 -0.610	 -0.295
       0:17.175	 -0.610	 -0.310
       0:17.178	 -0.600	 -0.290
       0:17.181	 -0.600	 -0.285
       0:17.183	 -0.595	 -0.285
       0:17.186	 -0.605	 -0.290
       0:17.189	 -0.615	 -0.305
       0:17.192	 -0.620	 -0.280
       0:17.194	 -0.610	 -0.285
       0:17.197	 -0.600	 -0.280
       0:17.200	 -0.615	 -0.285
       0:17.203	 -0.625	 -0.295
       0:17.206	 -0.615	 -0.305
       0:17.208	 -0.610	 -0.295
       0:17.211	 -0.605	 -0.280
       0:17.214	 -0.580	 -0.280
       0:17.217	 -0.590	 -0.270
       0:17.219	 -0.590	 -0.285
       0:17.222	 -0.590	 -0.300
       0:17.225	 -0.600	 -0.295
       0:17.228	 -0.610	 -0.270
       0:17.231	 -0.635	 -0.260
       0:17.233	 -0.690	 -0.285
       0:17.236	 -0.735	 -0.315
       0:17.239	 -0.760	 -0.325
       0:17.242	 -0.730	 -0.295
       0:17.244	 -0.660	 -0.265
       0:17.247	 -0.560	 -0.215
       0:17.250	 -0.400	 -0.170
       0:17.253	 -0.100	 -0.085
       0:17.256	  0.265	  0.075
       0:17.258	  0.655	  0.310
       0:17.261	  1.030	  0.570
       0:17.264	  1.365	  0.835
       0:17.267	  1.600	  1.080
       0:17.269	  1.685	  1.235
       0:17.272	  1.595	  1.240
       0:17.275	  1.245	  1.085
       0:17.278	  0.725	  0.765
       0:17.281	  0.170	  0.330
       0:17.283	 -0.275	 -0.125
       0:17.286	 -0.565	 -0.470
       0:17.289	 -0.655	 -0.650
