   Elapsed time	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
       0:04.708	  1.554	 -2.343	 -4.266	  0.340	  1.894	 -3.351	  1.077	 -9.886	-11.072	  1.472	 -3.449	  1.721
       0:04.712	  1.663	 -2.147	 -4.180	  0.188	  1.905	 -3.211	  0.817	-10.332	-11.222	  1.559	 -3.304	  1.871
       0:04.716	  1.698	 -2.020	 -4.087	  0.106	  1.876	 -3.100	  0.583	-10.802	-11.462	  1.595	 -3.190	  2.029
       0:04.720	  1.691	 -1.961	 -4.021	  0.080	  1.840	 -3.038	  0.368	-11.291	-11.757	  1.582	 -3.108	  2.087
       0:04.724	  1.627	 -2.041	 -4.038	  0.152	  1.815	 -3.087	  0.247	-11.639	-12.098	  1.485	 -3.119	  2.088
       0:04.728	  1.616	 -2.193	 -4.178	  0.234	  1.881	 -3.232	  0.206	-11.817	-12.462	  1.297	 -3.216	  2.049
       0:04.732	  1.641	 -2.381	 -4.391	  0.315	  1.998	 -3.433	  0.224	-11.833	-12.822	  1.064	 -3.361	  2.078
       0:04.735	  1.665	 -2.536	 -4.570	  0.381	  2.101	 -3.600	  0.346	-11.708	-13.038	  0.884	 -3.458	  2.078
       0:04.739	  1.650	 -2.694	 -4.714	  0.467	  2.165	 -3.752	  0.534	-11.513	-13.155	  0.724	 -3.542	  1.967
       0:04.743	  1.675	 -2.691	 -4.735	  0.454	  2.188	 -3.760	  0.690	-11.343	-13.119	  0.675	 -3.556	  1.977
       0:04.747	  1.730	 -2.578	 -4.678	  0.369	  2.188	 -3.675	  0.773	-11.243	-13.029	  0.701	 -3.500	  2.069
       0:04.751	  1.642	 -2.564	 -4.575	  0.407	  2.092	 -3.616	  0.840	-11.198	-12.966	  0.727	 -3.440	  2.106
       0:04.755	  1.508	 -2.536	 -4.413	  0.459	  1.944	 -3.521	  0.974	-11.105	-12.859	  0.797	 -3.348	  2.149
       0:04.759	  1.448	 -2.377	 -4.194	  0.410	  1.804	 -3.333	  1.096	-10.967	-12.683	  0.938	 -3.190	  2.260
       0:04.763	  1.459	 -2.113	 -3.941	  0.273	  1.683	 -3.074	  1.219	-10.760	-12.433	  1.145	 -2.993	  2.448
       0:04.767	  1.257	 -2.082	 -3.708	  0.358	  1.466	 -2.941	  1.310	-10.577	-12.219	  1.292	 -2.879	  2.515
       0:04.770	  0.962	 -2.382	 -3.714	  0.655	  1.322	 -3.095	  1.391	-10.438	-12.109	  1.279	 -2.967	  2.374
       0:04.774	  0.761	 -2.698	 -3.828	  0.913	  1.278	 -3.310	  1.592	-10.198	-12.010	  1.167	 -3.173	  2.144
       0:04.778	  0.647	 -3.065	 -4.082	  1.155	  1.348	 -3.621	  1.910	 -9.845	-11.938	  0.931	 -3.513	  1.832
       0:04.782	  0.641	 -3.523	 -4.533	  1.387	  1.570	 -4.075	  2.265	 -9.498	-11.886	  0.580	 -4.005	  1.418
       0:04.786	  0.626	 -3.922	 -4.917	  1.593	  1.755	 -4.466	  2.559	 -9.188	-11.815	  0.324	 -4.426	  1.025
       0:04.790	  0.534	 -4.194	 -5.098	  1.776	  1.799	 -4.693	  2.742	 -8.980	-11.761	  0.222	 -4.631	  0.783
       0:04.794	  0.560	 -4.346	 -5.276	  1.838	  1.902	 -4.858	  2.835	 -8.799	-11.704	  0.158	 -4.761	  0.614
       0:04.798	  0.577	 -4.420	 -5.366	  1.868	  1.954	 -4.940	  2.881	 -8.663	-11.647	  0.131	 -4.828	  0.529
       0:04.802	  0.525	 -4.454	 -5.348	  1.910	  1.920	 -4.948	  2.985	 -8.574	-11.606	  0.127	 -4.843	  0.508
       0:04.805	  0.637	 -4.428	 -5.435	  1.842	  2.020	 -4.979	  3.039	 -8.556	-11.621	  0.100	 -4.877	  0.484
       0:04.809	  0.887	 -4.322	 -5.578	  1.663	  2.216	 -4.997	  3.047	 -8.518	-11.596	  0.101	 -4.884	  0.475
       0:04.813	  0.953	 -4.270	 -5.592	  1.605	  2.255	 -4.977	  3.092	 -8.459	-11.559	  0.119	 -4.874	  0.466
       0:04.817	  0.752	 -4.451	 -5.572	  1.796	  2.145	 -5.059	  3.123	 -8.485	-11.601	  0.069	 -4.938	  0.394
       0:04.821	  0.469	 -4.716	 -5.554	  2.069	  1.995	 -5.181	  3.095	 -8.559	-11.680	 -0.020	 -5.031	  0.319
       0:04.825	  0.413	 -4.775	 -5.557	  2.126	  1.969	 -5.214	  3.096	 -8.547	-11.691	 -0.038	 -5.047	  0.304
       0:04.829	  0.475	 -4.706	 -5.551	  2.060	  1.997	 -5.175	  3.141	 -8.482	-11.649	 -0.003	 -5.021	  0.317
       0:04.833	  0.423	 -4.757	 -5.549	  2.113	  1.969	 -5.199	  3.141	 -8.467	-11.655	 -0.016	 -5.046	  0.281
       0:04.837	  0.392	 -4.796	 -5.557	  2.147	  1.958	 -5.224	  3.147	 -8.467	-11.660	 -0.033	 -5.072	  0.252
       0:04.840	  0.379	 -4.797	 -5.546	  2.155	  1.946	 -5.219	  3.199	 -8.428	-11.637	 -0.025	 -5.067	  0.257
       0:04.844	  0.407	 -4.779	 -5.556	  2.132	  1.964	 -5.216	  3.229	 -8.384	-11.618	 -0.015	 -5.065	  0.260
       0:04.848	  0.438	 -4.771	 -5.578	  2.113	  1.992	 -5.222	  3.258	 -8.340	-11.605	 -0.013	 -5.069	  0.245
       0:04.852	  0.449	 -4.761	 -5.580	  2.101	  1.998	 -5.217	  3.292	 -8.294	-11.580	 -0.007	 -5.064	  0.242
       0:04.856	  0.454	 -4.753	 -5.577	  2.095	  1.998	 -5.212	  3.325	 -8.252	-11.564	  0.000	 -5.065	  0.232
       0:04.860	  0.459	 -4.758	 -5.587	  2.095	  2.007	 -5.219	  3.351	 -8.209	-11.551	 -0.005	 -5.074	  0.219
       0:04.864	  0.453	 -4.779	 -5.601	  2.109	  2.010	 -5.237	  3.382	 -8.162	-11.534	 -0.013	 -5.083	  0.206
       0:04.868	  0.453	 -4.784	 -5.606	  2.111	  2.013	 -5.242	  3.410	 -8.114	-11.518	 -0.018	 -5.096	  0.181
       0:04.872	  0.444	 -4.784	 -5.598	  2.116	  2.005	 -5.239	  3.443	 -8.064	-11.497	 -0.020	 -5.105	  0.163
       0:04.875	  0.425	 -4.801	 -5.595	  2.134	  1.993	 -5.245	  3.480	 -8.015	-11.472	 -0.026	 -5.121	  0.145
       0:04.879	  0.404	 -4.817	 -5.590	  2.152	  1.980	 -5.252	  3.523	 -7.958	-11.444	 -0.026	 -5.124	  0.142
       0:04.883	  0.423	 -4.827	 -5.619	  2.147	  2.005	 -5.270	  3.564	 -7.902	-11.417	 -0.031	 -5.136	  0.118
       0:04.887	  0.428	 -4.848	 -5.645	  2.155	  2.020	 -5.294	  3.596	 -7.856	-11.410	 -0.049	 -5.165	  0.080
       0:04.891	  0.425	 -4.876	 -5.670	  2.172	  2.031	 -5.320	  3.631	 -7.807	-11.389	 -0.062	 -5.191	  0.047
       0:04.895	  0.425	 -4.892	 -5.686	  2.180	  2.039	 -5.337	  3.667	 -7.748	-11.358	 -0.069	 -5.206	  0.038
       0:04.899	  0.418	 -4.897	 -5.685	  2.185	  2.034	 -5.338	  3.699	 -7.693	-11.327	 -0.074	 -5.222	  0.031
       0:04.903	  0.400	 -4.936	 -5.706	  2.214	  2.036	 -5.369	  3.730	 -7.641	-11.297	 -0.090	 -5.248	 -0.002
       0:04.907	  0.382	 -4.984	 -5.735	  2.247	  2.042	 -5.407	  3.763	 -7.588	-11.261	 -0.098	 -5.270	 -0.023
       0:04.911	  0.368	 -4.995	 -5.732	  2.260	  2.033	 -5.412	  3.783	 -7.546	-11.222	 -0.100	 -5.284	 -0.038
       0:04.914	  0.366	 -4.985	 -5.721	  2.255	  2.026	 -5.400	  3.789	 -7.511	-11.196	 -0.100	 -5.299	 -0.059
       0:04.918	  0.373	 -5.002	 -5.743	  2.260	  2.041	 -5.420	  3.815	 -7.471	-11.149	 -0.100	 -5.322	 -0.090
       0:04.922	  0.359	 -5.015	 -5.743	  2.273	  2.034	 -5.426	  3.825	 -7.448	-11.121	 -0.106	 -5.338	 -0.119
       0:04.926	  0.361	 -5.020	 -5.750	  2.275	  2.039	 -5.433	  3.824	 -7.436	-11.103	 -0.111	 -5.355	 -0.152
       0:04.930	  0.361	 -5.028	 -5.758	  2.279	  2.042	 -5.441	  3.827	 -7.418	-11.062	 -0.103	 -5.366	 -0.167
       0:04.934	  0.346	 -5.047	 -5.763	  2.296	  2.038	 -5.453	  3.830	 -7.400	-11.034	 -0.092	 -5.369	 -0.175
       0:04.938	  0.371	 -5.013	 -5.753	  2.266	  2.046	 -5.431	  3.824	 -7.386	-10.990	 -0.065	 -5.358	 -0.160
       0:04.942	  0.373	 -5.003	 -5.745	  2.261	  2.042	 -5.422	  3.806	 -7.391	-10.962	 -0.051	 -5.350	 -0.144
       0:04.946	  0.369	 -4.992	 -5.730	  2.257	  2.033	 -5.408	  3.771	 -7.410	-10.953	 -0.034	 -5.338	 -0.147
       0:04.949	  0.402	 -4.933	 -5.704	  2.211	  2.036	 -5.366	  3.742	 -7.423	-10.923	  0.010	 -5.307	 -0.134
       0:04.953	  0.443	 -4.868	 -5.680	  2.158	  2.044	 -5.320	  3.708	 -7.438	-10.889	  0.057	 -5.260	 -0.093
       0:04.957	  0.469	 -4.822	 -5.660	  2.123	  2.047	 -5.288	  3.662	 -7.474	-10.879	  0.095	 -5.224	 -0.065
       0:04.961	  0.505	 -4.745	 -5.619	  2.065	  2.046	 -5.229	  3.601	 -7.525	-10.881	  0.139	 -5.178	 -0.020
       0:04.965	  0.567	 -4.645	 -5.582	  1.985	  2.057	 -5.160	  3.542	 -7.590	-10.895	  0.183	 -5.118	  0.031
       0:04.969	  0.590	 -4.588	 -5.547	  1.944	  2.052	 -5.114	  3.458	 -7.680	-10.926	  0.211	 -5.065	  0.087
       0:04.973	  0.644	 -4.523	 -5.536	  1.886	  2.074	 -5.077	  3.386	 -7.763	-10.959	  0.232	 -5.011	  0.147
       0:04.977	  0.743	 -4.405	 -5.518	  1.776	  2.114	 -5.008	  3.327	 -7.838	-10.990	  0.278	 -4.935	  0.217
       0:04.981	  0.683	 -4.420	 -5.472	  1.814	  2.060	 -4.993	  3.221	 -7.972	-11.070	  0.266	 -4.918	  0.227
       0:04.984	  0.562	 -4.515	 -5.446	  1.922	  1.987	 -5.028	  3.108	 -8.134	-11.180	  0.229	 -4.926	  0.245
       0:04.988	  0.567	 -4.523	 -5.459	  1.923	  1.997	 -5.038	  3.047	 -8.245	-11.263	  0.224	 -4.895	  0.288
       0:04.992	  0.609	 -4.472	 -5.451	  1.877	  2.013	 -5.008	  2.982	 -8.350	-11.337	  0.214	 -4.863	  0.324
       0:04.996	  0.706	 -4.343	 -5.418	  1.765	  2.046	 -4.928	  2.925	 -8.426	-11.391	  0.227	 -4.812	  0.382
       0:05.000	  0.853	 -4.154	 -5.376	  1.596	  2.098	 -4.812	  2.923	 -8.467	-11.399	  0.271	 -4.729	  0.448
       0:05.004	  0.788	 -4.173	 -5.330	  1.639	  2.042	 -4.799	  2.895	 -8.560	-11.466	  0.252	 -4.719	  0.492
       0:05.008	  0.613	 -4.337	 -5.319	  1.807	  1.949	 -4.874	  2.835	 -8.670	-11.567	  0.185	 -4.776	  0.502
       0:05.012	  0.572	 -4.392	 -5.333	  1.856	  1.936	 -4.910	  2.801	 -8.729	-11.626	  0.154	 -4.792	  0.464
       0:05.016	  0.608	 -4.369	 -5.346	  1.827	  1.961	 -4.905	  2.778	 -8.750	-11.645	  0.152	 -4.779	  0.454
       0:05.019	  0.686	 -4.288	 -5.343	  1.747	  1.998	 -4.863	  2.765	 -8.755	-11.645	  0.168	 -4.761	  0.515
       0:05.023	  0.825	 -4.154	 -5.348	  1.609	  2.070	 -4.797	  2.771	 -8.745	-11.626	  0.201	 -4.709	  0.588
       0:05.027	  0.809	 -4.172	 -5.350	  1.627	  2.062	 -4.807	  2.784	 -8.758	-11.632	  0.201	 -4.701	  0.582
       0:05.031	  0.600	 -4.364	 -5.333	  1.828	  1.949	 -4.895	  2.755	 -8.827	-11.694	  0.144	 -4.758	  0.520
       0:05.035	  0.493	 -4.456	 -5.319	  1.926	  1.889	 -4.935	  2.734	 -8.855	-11.732	  0.111	 -4.781	  0.490
       0:05.039	  0.575	 -4.405	 -5.350	  1.861	  1.946	 -4.925	  2.735	 -8.848	-11.724	  0.119	 -4.770	  0.505
       0:05.043	  0.634	 -4.389	 -5.392	  1.824	  1.997	 -4.938	  2.727	 -8.845	-11.729	  0.114	 -4.768	  0.515
       0:05.047	  0.570	 -4.376	 -5.315	  1.848	  1.926	 -4.892	  2.745	 -8.817	-11.709	  0.136	 -4.743	  0.539
       0:05.051	  0.526	 -4.320	 -5.216	  1.843	  1.855	 -4.815	  2.796	 -8.779	-11.681	  0.178	 -4.701	  0.577
       0:05.054	  0.562	 -4.315	 -5.247	  1.822	  1.887	 -4.828	  2.792	 -8.812	-11.696	  0.168	 -4.711	  0.567
       0:05.058	  0.614	 -4.332	 -5.315	  1.804	  1.948	 -4.871	  2.750	 -8.843	-11.721	  0.145	 -4.729	  0.552
       0:05.062	  0.694	 -4.315	 -5.379	  1.757	  2.020	 -4.894	  2.725	 -8.850	-11.735	  0.134	 -4.730	  0.557
       0:05.066	  0.757	 -4.299	 -5.425	  1.717	  2.074	 -4.908	  2.706	 -8.853	-11.740	  0.126	 -4.742	  0.546
       0:05.070	  0.761	 -4.276	 -5.407	  1.703	  2.067	 -4.889	  2.714	 -8.833	-11.719	  0.144	 -4.732	  0.549
       0:05.074	  0.748	 -4.250	 -5.368	  1.696	  2.041	 -4.856	  2.722	 -8.822	-11.701	  0.167	 -4.712	  0.564
       0:05.078	  0.761	 -4.208	 -5.338	  1.668	  2.033	 -4.820	  2.735	 -8.810	-11.681	  0.190	 -4.691	  0.578
       0:05.082	  0.752	 -4.221	 -5.342	  1.680	  2.029	 -4.828	  2.739	 -8.812	-11.681	  0.186	 -4.696	  0.569
       0:05.086	  0.690	 -4.275	 -5.333	  1.739	  1.995	 -4.851	  2.722	 -8.832	-11.699	  0.170	 -4.714	  0.549
       0:05.089	  0.685	 -4.289	 -5.343	  1.748	  1.997	 -4.863	  2.722	 -8.828	-11.703	  0.168	 -4.717	  0.546
       0:05.093	  0.732	 -4.227	 -5.328	  1.693	  2.013	 -4.825	  2.730	 -8.807	-11.683	  0.191	 -4.691	  0.575
       0:05.097	  0.748	 -4.203	 -5.320	  1.673	  2.018	 -4.809	  2.740	 -8.788	-11.663	  0.212	 -4.676	  0.592
       0:05.101	  0.729	 -4.217	 -5.315	  1.690	  2.005	 -4.814	  2.735	 -8.791	-11.668	  0.208	 -4.686	  0.580
       0:05.105	  0.701	 -4.240	 -5.310	  1.716	  1.989	 -4.822	  2.722	 -8.806	-11.683	  0.194	 -4.698	  0.585
       0:05.109	  0.672	 -4.271	 -5.312	  1.745	  1.975	 -4.838	  2.721	 -8.810	-11.683	  0.196	 -4.698	  0.590
       0:05.113	  0.678	 -4.279	 -5.327	  1.747	  1.985	 -4.850	  2.730	 -8.804	-11.675	  0.204	 -4.691	  0.583
       0:05.117	  0.685	 -4.270	 -5.324	  1.739	  1.987	 -4.843	  2.727	 -8.804	-11.672	  0.208	 -4.690	  0.580
       0:05.121	  0.685	 -4.278	 -5.332	  1.742	  1.992	 -4.851	  2.732	 -8.799	-11.670	  0.211	 -4.683	  0.606
       0:05.125	  0.690	 -4.291	 -5.350	  1.747	  2.003	 -4.868	  2.745	 -8.786	-11.660	  0.212	 -4.676	  0.631
       0:05.128	  0.712	 -4.268	 -5.350	  1.724	  2.015	 -4.856	  2.742	 -8.781	-11.652	  0.217	 -4.678	  0.639
       0:05.132	  0.730	 -4.255	 -5.355	  1.708	  2.026	 -4.851	  2.737	 -8.786	-11.647	  0.222	 -4.676	  0.642
       0:05.136	  0.748	 -4.232	 -5.350	  1.688	  2.033	 -4.838	  2.737	 -8.786	-11.647	  0.237	 -4.657	  0.655
       0:05.140	  0.748	 -4.214	 -5.332	  1.678	  2.023	 -4.820	  2.725	 -8.794	-11.654	  0.237	 -4.657	  0.644
       0:05.144	  0.737	 -4.234	 -5.340	  1.694	  2.021	 -4.833	  2.724	 -8.801	-11.657	  0.227	 -4.668	  0.616
       0:05.148	  0.730	 -4.227	 -5.327	  1.694	  2.011	 -4.824	  2.727	 -8.801	-11.658	  0.224	 -4.663	  0.626
       0:05.152	  0.725	 -4.230	 -5.325	  1.698	  2.008	 -4.825	  2.729	 -8.796	-11.658	  0.225	 -4.667	  0.649
       0:05.156	  0.729	 -4.219	 -5.317	  1.691	  2.007	 -4.815	  2.729	 -8.794	-11.655	  0.227	 -4.665	  0.658
       0:05.160	  0.735	 -4.211	 -5.315	  1.683	  2.008	 -4.810	  2.729	 -8.794	-11.650	  0.232	 -4.654	  0.665
       0:05.163	  0.745	 -4.203	 -5.317	  1.675	  2.015	 -4.807	  2.725	 -8.802	-11.652	  0.232	 -4.650	  0.658
       0:05.167	  0.735	 -4.211	 -5.315	  1.683	  2.008	 -4.810	  2.725	 -8.807	-11.655	  0.224	 -4.660	  0.642
       0:05.171	  0.714	 -4.225	 -5.309	  1.701	  1.995	 -4.814	  2.727	 -8.810	-11.665	  0.227	 -4.660	  0.645
       0:05.175	  0.757	 -4.194	 -5.320	  1.665	  2.021	 -4.804	  2.734	 -8.799	-11.652	  0.237	 -4.654	  0.681
       0:05.179	  0.771	 -4.162	 -5.302	  1.641	  2.020	 -4.779	  2.729	 -8.799	-11.650	  0.242	 -4.637	  0.690
       0:05.183	  0.719	 -4.242	 -5.330	  1.708	  2.008	 -4.833	  2.714	 -8.820	-11.670	  0.216	 -4.660	  0.667
       0:05.187	  0.694	 -4.276	 -5.340	  1.737	  2.000	 -4.855	  2.719	 -8.827	-11.678	  0.208	 -4.663	  0.675
       0:05.191	  0.698	 -4.258	 -5.325	  1.725	  1.995	 -4.838	  2.717	 -8.832	-11.678	  0.211	 -4.658	  0.675
       0:05.195	  0.706	 -4.235	 -5.310	  1.711	  1.992	 -4.820	  2.714	 -8.837	-11.681	  0.214	 -4.658	  0.683
       0:05.198	  0.730	 -4.212	 -5.312	  1.686	  2.005	 -4.809	  2.717	 -8.835	-11.681	  0.216	 -4.655	  0.673
       0:05.202	  0.704	 -4.247	 -5.320	  1.717	  1.995	 -4.830	  2.716	 -8.837	-11.688	  0.208	 -4.657	  0.673
       0:05.206	  0.721	 -4.235	 -5.325	  1.703	  2.007	 -4.827	  2.722	 -8.822	-11.688	  0.211	 -4.637	  0.712
       0:05.210	  0.791	 -4.180	 -5.340	  1.641	  2.049	 -4.807	  2.735	 -8.802	-11.665	  0.232	 -4.626	  0.725
       0:05.214	  0.822	 -4.139	 -5.330	  1.605	  2.059	 -4.781	  2.727	 -8.797	-11.619	  0.260	 -4.611	  0.722
       0:05.218	  0.789	 -4.145	 -5.304	  1.624	  2.029	 -4.771	  2.717	 -8.810	-11.621	  0.260	 -4.608	  0.698
       0:05.222	  0.688	 -4.234	 -5.291	  1.719	  1.972	 -4.809	  2.696	 -8.855	-11.672	  0.221	 -4.645	  0.650
       0:05.226	  0.603	 -4.317	 -5.289	  1.802	  1.930	 -4.850	  2.680	 -8.877	-11.701	  0.186	 -4.675	  0.611
       0:05.230	  0.639	 -4.304	 -5.312	  1.778	  1.959	 -4.855	  2.694	 -8.861	-11.694	  0.183	 -4.667	  0.614
       0:05.233	  0.739	 -4.217	 -5.325	  1.685	  2.015	 -4.819	  2.708	 -8.840	-11.672	  0.209	 -4.634	  0.650
       0:05.237	  0.842	 -4.103	 -5.314	  1.577	  2.060	 -4.755	  2.727	 -8.827	-11.652	  0.230	 -4.605	  0.680
       0:05.241	  0.783	 -4.173	 -5.325	  1.641	  2.038	 -4.796	  2.716	 -8.843	-11.657	  0.203	 -4.626	  0.665
       0:05.245	  0.642	 -4.346	 -5.358	  1.797	  1.984	 -4.899	  2.708	 -8.864	-11.686	  0.165	 -4.667	  0.632
       0:05.249	  0.655	 -4.337	 -5.361	  1.786	  1.992	 -4.895	  2.725	 -8.856	-11.683	  0.173	 -4.660	  0.632
       0:05.253	  0.670	 -4.276	 -5.315	  1.748	  1.975	 -4.843	  2.712	 -8.861	-11.680	  0.188	 -4.649	  0.621
       0:05.257	  0.652	 -4.260	 -5.281	  1.750	  1.949	 -4.817	  2.696	 -8.877	-11.685	  0.188	 -4.662	  0.583
       0:05.261	  0.649	 -4.266	 -5.284	  1.755	  1.949	 -4.822	  2.699	 -8.882	-11.693	  0.185	 -4.663	  0.567
       0:05.265	  0.631	 -4.294	 -5.294	  1.778	  1.946	 -4.842	  2.693	 -8.886	-11.698	  0.172	 -4.670	  0.562
       0:05.268	  0.642	 -4.283	 -5.294	  1.766	  1.951	 -4.835	  2.693	 -8.886	-11.699	  0.170	 -4.672	  0.559
       0:05.272	  0.658	 -4.268	 -5.296	  1.750	  1.961	 -4.828	  2.693	 -8.881	-11.699	  0.170	 -4.675	  0.551
       0:05.276	  0.683	 -4.255	 -5.307	  1.732	  1.979	 -4.828	  2.698	 -8.871	-11.685	  0.181	 -4.663	  0.564
       0:05.280	  0.698	 -4.229	 -5.296	  1.711	  1.980	 -4.809	  2.693	 -8.873	-11.680	  0.186	 -4.650	  0.580
       0:05.284	  0.699	 -4.240	 -5.309	  1.716	  1.987	 -4.822	  2.698	 -8.864	-11.675	  0.193	 -4.647	  0.578
       0:05.288	  0.709	 -4.240	 -5.319	  1.711	  1.997	 -4.827	  2.693	 -8.868	-11.678	  0.194	 -4.647	  0.588
       0:05.292	  0.699	 -4.242	 -5.310	  1.717	  1.989	 -4.824	  2.690	 -8.873	-11.681	  0.193	 -4.649	  0.587
       0:05.296	  0.686	 -4.252	 -5.307	  1.729	  1.980	 -4.827	  2.691	 -8.873	-11.688	  0.190	 -4.650	  0.587
       0:05.300	  0.706	 -4.227	 -5.302	  1.706	  1.987	 -4.812	  2.683	 -8.874	-11.690	  0.193	 -4.649	  0.583
       0:05.304	  0.709	 -4.224	 -5.302	  1.703	  1.989	 -4.810	  2.680	 -8.877	-11.691	  0.193	 -4.647	  0.582
       0:05.307	  0.699	 -4.245	 -5.314	  1.719	  1.990	 -4.827	  2.683	 -8.877	-11.693	  0.193	 -4.650	  0.580
       0:05.311	  0.694	 -4.263	 -5.327	  1.730	  1.993	 -4.842	  2.685	 -8.877	-11.696	  0.188	 -4.655	  0.577
       0:05.315	  0.730	 -4.234	 -5.333	  1.698	  2.015	 -4.830	  2.699	 -8.864	-11.685	  0.198	 -4.649	  0.585
       0:05.319	  0.745	 -4.219	 -5.333	  1.683	  2.023	 -4.824	  2.696	 -8.866	-11.686	  0.194	 -4.649	  0.582
       0:05.323	  0.698	 -4.257	 -5.324	  1.725	  1.993	 -4.837	  2.686	 -8.879	-11.698	  0.186	 -4.655	  0.575
       0:05.327	  0.686	 -4.243	 -5.299	  1.724	  1.975	 -4.819	  2.683	 -8.882	-11.704	  0.186	 -4.652	  0.578
       0:05.331	  0.691	 -4.235	 -5.296	  1.717	  1.977	 -4.812	  2.690	 -8.877	-11.701	  0.191	 -4.645	  0.582
       0:05.335	  0.694	 -4.240	 -5.304	  1.719	  1.982	 -4.819	  2.686	 -8.881	-11.706	  0.185	 -4.652	  0.575
       0:05.339	  0.704	 -4.260	 -5.333	  1.724	  2.002	 -4.843	  2.685	 -8.882	-11.708	  0.185	 -4.655	  0.575
       0:05.342	  0.727	 -4.258	 -5.355	  1.711	  2.025	 -4.853	  2.691	 -8.874	-11.709	  0.191	 -4.652	  0.583
       0:05.346	  0.721	 -4.260	 -5.350	  1.716	  2.018	 -4.851	  2.688	 -8.881	-11.712	  0.186	 -4.654	  0.583
       0:05.350	  0.719	 -4.252	 -5.340	  1.712	  2.013	 -4.843	  2.680	 -8.886	-11.719	  0.185	 -4.655	  0.583
       0:05.354	  0.752	 -4.196	 -5.317	  1.668	  2.018	 -4.804	  2.693	 -8.871	-11.708	  0.208	 -4.637	  0.606
       0:05.358	  0.725	 -4.227	 -5.322	  1.696	  2.007	 -4.822	  2.690	 -8.877	-11.714	  0.201	 -4.647	  0.606
       0:05.362	  0.670	 -4.288	 -5.327	  1.755	  1.982	 -4.855	  2.670	 -8.899	-11.734	  0.185	 -4.670	  0.587
       0:05.366	  0.665	 -4.304	 -5.338	  1.765	  1.985	 -4.868	  2.670	 -8.905	-11.745	  0.173	 -4.683	  0.575
       0:05.370	  0.678	 -4.266	 -5.314	  1.740	  1.979	 -4.837	  2.678	 -8.899	-11.740	  0.191	 -4.665	  0.596
       0:05.374	  0.694	 -4.235	 -5.299	  1.716	  1.980	 -4.814	  2.686	 -8.889	-11.727	  0.206	 -4.652	  0.613
       0:05.377	  0.704	 -4.230	 -5.304	  1.709	  1.987	 -4.814	  2.694	 -8.879	-11.717	  0.209	 -4.650	  0.614
       0:05.381	  0.703	 -4.211	 -5.283	  1.699	  1.975	 -4.794	  2.712	 -8.861	-11.694	  0.229	 -4.634	  0.631
       0:05.385	  0.699	 -4.186	 -5.255	  1.690	  1.961	 -4.768	  2.734	 -8.840	-11.670	  0.255	 -4.611	  0.654
       0:05.389	  0.708	 -4.154	 -5.230	  1.668	  1.953	 -4.739	  2.750	 -8.825	-11.654	  0.273	 -4.595	  0.668
       0:05.393	  0.714	 -4.139	 -5.222	  1.658	  1.951	 -4.727	  2.758	 -8.819	-11.647	  0.278	 -4.593	  0.668
       0:05.397	  0.717	 -4.141	 -5.227	  1.657	  1.956	 -4.730	  2.766	 -8.812	-11.647	  0.275	 -4.595	  0.665
       0:05.401	  0.703	 -4.158	 -5.230	  1.673	  1.949	 -4.742	  2.784	 -8.802	-11.645	  0.268	 -4.598	  0.657
       0:05.405	  0.712	 -4.139	 -5.221	  1.658	  1.949	 -4.727	  2.783	 -8.796	-11.637	  0.279	 -4.587	  0.665
       0:05.409	  0.730	 -4.098	 -5.198	  1.629	  1.948	 -4.694	  2.761	 -8.796	-11.616	  0.301	 -4.569	  0.683
       0:05.412	  0.752	 -4.049	 -5.170	  1.595	  1.944	 -4.657	  2.708	 -8.815	-11.598	  0.325	 -4.542	  0.706
       0:05.416	  0.760	 -4.021	 -5.150	  1.577	  1.938	 -4.632	  2.672	 -8.833	-11.590	  0.338	 -4.525	  0.729
       0:05.420	  0.755	 -4.011	 -5.136	  1.574	  1.928	 -4.621	  2.670	 -8.830	-11.578	  0.350	 -4.513	  0.737
       0:05.424	  0.753	 -3.971	 -5.093	  1.554	  1.907	 -4.578	  2.676	 -8.819	-11.556	  0.376	 -4.489	  0.753
       0:05.428	  0.761	 -3.989	 -5.119	  1.559	  1.923	 -4.601	  2.676	 -8.820	-11.560	  0.369	 -4.500	  0.737
       0:05.432	  0.761	 -4.018	 -5.149	  1.574	  1.938	 -4.631	  2.672	 -8.828	-11.565	  0.359	 -4.510	  0.721
       0:05.436	  0.752	 -4.049	 -5.170	  1.595	  1.944	 -4.657	  2.673	 -8.828	-11.572	  0.358	 -4.513	  0.716
       0:05.440	  0.740	 -4.090	 -5.199	  1.621	  1.953	 -4.691	  2.670	 -8.842	-11.596	  0.335	 -4.542	  0.690
       0:05.444	  0.716	 -4.152	 -5.237	  1.663	  1.959	 -4.742	  2.681	 -8.848	-11.613	  0.307	 -4.577	  0.647
       0:05.447	  0.683	 -4.201	 -5.253	  1.704	  1.951	 -4.775	  2.696	 -8.850	-11.616	  0.296	 -4.595	  0.623
       0:05.451	  0.663	 -4.230	 -5.263	  1.729	  1.946	 -4.794	  2.693	 -8.869	-11.626	  0.281	 -4.614	  0.600
       0:05.455	  0.665	 -4.247	 -5.281	  1.737	  1.956	 -4.810	  2.683	 -8.891	-11.645	  0.268	 -4.632	  0.585
